sku,weight (kg),depth (cm), length (cm),width (cm),height (cm)
QL820NWBZU1,2.62,18.4,100,29.8,23.2
VC500WZU1,1.79,24.8,42,25.4,10.8
RJ4250WBZ1,0.85,15.9,0.3,15.3,6.8
PTP900WZW1,2.74,19.2,1,11.8,14.6
PTE550WVPZW1,1.05,25,,12.6,9.4
PTP950NWZW1,2.77,19.2,1,11.8,14.6
TD4520DNZU1,,,,,10.8
TD4420TNZ1,2.5,28,25.4,20.4,17.75
TD4520TNZ1,,,11.43,,10.5
TD4100NZU1,1.83,22.9,3,10.2,15.8
TD4420DNZU1,,,,,10.4
HLL5000DZU1,60,,127,76.2,
HLL5100DNZU1,13,45,127,48.5,37.7
HLL6300DWZU1,15.8,49.2,,49.7,42.7
HLL5100DNTZU1,22,52.2,127,66.2,70.2
MFCL2710DNZU1,14.7,58,127,51.7,43.4
MFCL2730DWZU1,11.8,39.9,127,41,31.8
DCPL2510DZU1,60,24,,,
HLL2370DNZU1,8.3,36,,43.8,18.3
HLL2375DWZU1,60,,127,76.2,
MFCL3770CDWZU1,28.8,52.3,116,62.3,56.8
HLL3210CWZU1,20.7,46.1,116,58.9,25.2
DCPL3550CDWZU1,27.4,56.8,116,58.9,52.3
MFCL3710CWZU1,26.7,58.9,116,52.3,56.8
HLL3270CDWZU1,60,,,,
HLL6400DWZU1,16,49.2,,49.7,53.1
HLL6400DWTZU1,25.9,52.2,,66.2,85.6
RJ2050Z1,0.465,10,100,12.2,5.7
RJ2030Z1,0.465,10,100,12.2,5.7
RJ2150Z1,0.545,9.93,100,15,7.3
RJ2140Z1,0.545,9.93,100,15,7.3
RJ3150Z1,0.68,8.2,100,11.6,18.9
RJ3050Z1,0.61,8,100,11.3,18.6
PJ722Z1,0.48,5.5,,25.5,3
PJ762Z1,0.48,5.5,,25.5,3
PJ723Z1,0.48,5.5,,25.5,3
PJ763Z1,0.48,5.5,27.9,25.5,3
PJ763MFIZ1,0.48,5.5,,25.5,3
DS740DTJ1,0.646,6.3,182.9,37.7,7.6
DS940DWTJ1,0.699,6.3100000000000005,182.9,37.7,7.6
MFCL6900DWZU1,23.8,52.6,127,59.9,76.2
MFCL5750DWZU1,20.2,52,,54.5,64.1
MFCL6800DWZU1,22.9,52.6,127,59.9,65.9
MFCL5700DNZU1,20.1,52,127,54.5,64.1
MFCJ6530DWZU1,64,24,148,105,
MFCL8900CDWZU1,35,59.5,127,66.5,64.5
MFCL9570CDWZU1,36.1,65.2,127,67.5,72.6
DCPL8410CDWZU1,60,24,127,76.2,
MFCL2750DWZU1,14.9,51.7,127,58,43.4
MFCL3730CDNZU1,23.4,47.5,116,41,41.4
MFCL3750CDWZU1,23.4,47.5,116,41,41.4
MFCJ6945DWZU1,28.7,57.6,148,68.1,50.4
DS720DZ1,60,6.7,90,55,25.4
1722C002,3.5,23.9,,17,20.4
3801B003,6.5,27.8,,31.8,18.55
4624B003,10.5,66.8,,39.8,19.4
5482B003,2.6,18.1,,31.3,9.3
9705B003,1,25.7,,28.5,17.4
9725B003,3.2,60.6,,28,36.64
9392B003,6.1,24,,,
9017B003,35,33.5,,46.9,12
9548B007,60,,,,
9576B001AA,60,,,,
2646C003,27,25.3,3,29.1,23.1
2223C011,52,24,127,76.2,
3259C003,2.6,15.6,,30,22
3258C003,2.8,15.6,,30,22
3151C003,25,56.9,,48,31.5
3149C003,25,56.9,,48,31.5
3150C003,25,56.9,,48,31.5
4044C003,3.3,24.7,35.6,29.1,24.2
8746B008,8.5,33.1,,59,15.9
0958C028,12.1,38.9,,46.3,32
0971C028,64,39.4,,46.3,35.1
0960C028,11.4,39.4,,46.3,29.1
2719C021,52,10,482.6,330.2,
2720C021,81.5,59,482.6,56,88
0958C008,12.1,38.9,127,46.3,32
3110C008,6,36.9,,40.3,16.6
1418C111,11.4,37.1,,39,36
2316C024,7.3,33,,44.5,19.7
3101C022,26.7,46.9,148,47.1,46
3101C034,26.7,46.9,,47.1,46
2925C033AA,12.9,40.5,,39,37.5
2219C021AA,8.9,32,,37.2,25.5
1255C003,4.5,28.2,35.6,30.5,23
0651C003,2.8,25.3,,29.1,23.1
C11CF66001A4,67,100,44,120,100
C11CC25002,5.11,42.5,120,100,2.13
C11C376125,0.01119,54.5,120,100,2.26
C11CC24032,5.2,42,120,100,2.08
C11CC25001,0.00511,42.5,120,100,2.13
C11C480141,,,,80,
C31C514007A3,3.8,40,,25,24.3
C11CF37402,8.91,54,120,100,3.09
C11CF37403A1,,,,80,
C11CF38403,,,,136,
C11CF39402A1,9.28,34,120,100,7.43
C11CF39403,8.91,53.4,120,100,7.43
C11CF39401,0.008909,53.4,120,100,7.43
C11CF40403,12.2,73.5,120,100,4.59
B11B227401BY,3.7,21.2,,29.6,21.7
B11B249401BY,2.5,15.2,,29.7,15.4
B11B204131BY,14.8,46.8,120,100,162.5
B11B204331BY,26.9,52.2,120,100,180
B11B239401BY,3.7,31.5,,45.1,12
B11B244401BY,,31.5,,45.1,12
B11B228401BY,3.7,16.9,,29.6,17.6
C31C518052,5.04,37.5,120,100,185
C31C246012,7.4,40.7,186,120,100
C33S045701,31.9,62,120,100,81
C11CE21301,0.01918,74.5,120,100,2.2
C11CE22301BX,19.5,37.6,120,100,2.12
C11CD81404BY,12.2,32.2,,,21.5
C11CE90401,6.3,37.7,,,22.9
C11CD49301BS,64,52.2,,51.6,117.5
C11CD47301BS,64,52.2,,47.8,106
C11CF46401,4.6,30.4,,44.5,16.9
C11CE20001A0,311.4,298.4,120,100,149
C11CE85301DA,16.1,32.4,120,100,63
C11CG43402,8.5,37,120,100,147
C11CG43401,8.5,37,,47.9,15.9
C11CG21401CA,5.8,34.7,,37.5,18.7
C11CG69401BY,64,75.5,,61.3,49.3
C11CG68401BY,45.8,75.5,,61.3,49.3
C11CG70401BY,35.3,75.5,,61.3,38.6
C11CG85401,5,34.7,,37.5,23.7
C11CG26402BY,4.3,34.7,,37.5,15.1
C11CG91402BY,64,,,,
C11CG95402BY,3.5,26.7,,37.5,16.1
C11CG22403CA,5.5,34.7,,37.5,18.7
C51CB11030,2,21.85,Yes,26.15,13.719999999999999
C31C514057A0,4.06,37.5,120,100,2.25
C31CD84312,43.5,79,,57,53.5
C31CD84012,43.5,79,,57,53.5
C31CC79421,1.56,23.8,120,19.7,17.9
C31C412465,2.8,25,120,19.3,24
C51CD69130,0.001508,26.7,120,8.8,21
C31CE74101A0,1.67,23.5,,19.5,17.5
C51CD06200,0.00217,24.6,120,21,16
C31CH77202,,51.5,,44.4,32.6
C51CD69200,0.001385,26.5,120,100,3.8
C11CF12302A1,45.5,153,,73,65.5
C11CF86301A1,114,151,,82,113
C11CF85301A1,98.5,121,,82.5,113
C11CH13301A1,153.8,66.7,,190.9,121.8
C11CC65011BY,16.1,49.6,120,52,32.4
C31CE14021A0,1.6,20.4,120,100,102
B11B242401BY,1.3,8.9,120,100,74.2
C11CD49301BY,31,52.2,,51.6,51.4
C11CG02401,0.0224,54.5,,49,53.5
C11CG03401BY,18.4,53.5,,42.5,35.7
C11CG05401BY,15.3,53.5,,42.5,35.7
C11CG06401BY,15.3,53.5,,42.5,35.7
C11CG02401BY,64,,,,
C11CE85301,0.016120000000000002,72,120,100,63
C31CE14552A0,1.5,24,120,100,102
C31CE14552,1.47,24,120,100,102
C31CA85033A0,2.5,23.5,49,19,23
C31CA85050,1.98,23.1,120,19.5,23.6
C31CD70752,1.59,23.5,120,19,17.2
C31CD70321A0,1.68,23.9,120,19.6,17.3
C31CF69321,0.007188,39,120,31.5,30
C31CF69301,0.0072,39,120,30.5,29.7
C31CF70321,0.007867,39,,31,35.5
C31CE94121A0,2.62,24,,19.5,23.5
C31CG62204,5.47,38.5,120,29.4,28.5
C31CG62111,6.25,38.5,120,29.5,29.4
C31CG62213,5.67,38.2,120,100,2.18
C31CG62214,5.64,38.2,120,100,2.18
C31CG62101,6.21,38.5,120,100,78
C31CG62203,5.52,38.2,120,29.3,28.7
C31CE95142,1.3,23.7,49,19.5,23.6
C31CE95141,2.23,23.8,49,19.2,23.1
C31CE95141A0,1.3,12.7,,12.7,12.7
C31CE95142A0,1.3,12.7,,12.7,12.7
C31CE74122A0,1.57,23.5,,19.7,18
C31CH51012,2.49,23.5,49,19.2,28
C31CH51012A0,2.2,33.5,49,19.2,28
C31C514007,3.82,32.5,2.25,120,100
C31C513057,4.3,37.5,2.25,24,25
C31C517007,4,40,2.25,120,100
C31C515052,3.86,37.5,2.25,120,100
C31CD38032A0,,,120,100,181.6
C31CA85012,,,120,100,2.04
C31CA85813,2.56,24.5,120,20,23
C31CA85833,1.6,24.5,120,20,23
C31CA85042,1.6,23.5,120,20,23.5
C31CA85051,1.6,24.5,120,20,23
C31CA85052,2.02,24.2,120,19.3,23.6
C31CA85041,,,120,100,2.55
C31CA85031,,,120,100,2.55
C31CA85041A0,1.6,19.5,,14.5,14.8
C31C249012,7.42,40.7,186,120,100
C31C514007A0,3.99,37.5,120,24,25
C31C176252,6.42,42,120,35.5,32
C31C151283,7.2,42.5,2.25,36,33
C11CA13051,8.49,55,120,100,2.18
C13S045302,9,112,50,14,14
C51C540080,,,120,100,99
C31CA85032,2.56,24.2,120,19.3,23.6
C31CA85082,,,120,100,2.55
C31C514057BD,4.8,37,120,23.5,29.3
C31C412412,2.8,25,120,100,179.5
C31CA85954,,,120,100,199
C31CD38024B0,,,120,100,181.6
C31CA85953,1.6,23.5,120,19.5,23
C31CA85321A0,,,120,100,2.55
C31C412652A0,3,25.5,120,19.5,24
C31CA85044A1,2.56,23.5,49,20,23.5
C31CD38972,,,120,100,181.6
C31CD38972A0,2.86,25,,19.4,25
C31CE14021,,,120,100,102
C31CE95112,2.03,23.8,120,19.4,23.2
C31CE95121A0,2.4,23.5,120,19,23
C31CE95121B1,,,120,100,2.01
C31CE95112A0,2.04,23.5,120,19,23
C31CE95122A0,,,120,100,2.01
C31CE95111A0,,,120,100,2.07
C31CE95122B1,,,120,100,2.01
C31CD38025B2,2.76,25,,19,23.5
C31CE94112A0,,,120,100,15
C31CE94102,,,120,100,15
C31CE94551,2.62,24,120,19.5,23.5
C31CE94102A0,2.66,23.5,120,19.5,23.5
C31CE94551A0,,,120,100,2.03
C31CE94111A0,1.6,23.5,120,19.5,23
C31CD70652A0,1.64,24,120,100,2
C31C514057BE,3.82,33,,30,22
C31CD38024C0,2.88,25.1,,18.9,23.8
C31CD38024C1,2.8,25,,19,24
C31CD38025C0,2.86,25,,19,23.5
C31CE94751,2.62,24,120,19.5,23.5
C31CE74112,1.61,23.7,120,100,95
B11B252402,0.27,4.7,36,35,32
B11B253402,0.3,4.7,120,6.7,14.1
B11B250401BY,3.6,16.9,,29.6,16.7
B11B226401,3.7,16.9,120,28.5,25
C11CG15401CE,8,35.6,,42.5,16.1
C11CG16401CE,10.5,41.5,,52.6,16.8
C11CG20401CA,4.7,34.7,,37.5,23.1
PA03643-B001,1.4,9.9,,28.4,7.7
PA03670-B001,4.2,17,,30,16.3
PA03670-B051,4.2,17,,30,16.3
PA03670-B501,8.8,57.7,,30,23.4
PA03670-B551,8.8,57.7,,30,23.4
PA03595-B001,0.9,23.4,,14.5,4
PA03575-B061,20,43,,46,31
PA03688-B001,52,4.75,,27.3,3.6
PA03708-B021,2.5,13.5,,29.8,13.3
PA03708-B001,2.5,13.5,,29.8,13.3
PA03708-B011,2.5,13.5,,29.8,13.3
PA03670-B601,8.8,57.7,,30,23.4
PA03670-B101,4.2,17,,30,16.3
PA03641-B301,3,15.6,,21,38.3
PA03710-B051,7.6,20.9,,38,16.8
PA03750-B001,2.9,14.6,,29,13
PA03740-B001,35,50,,70,34.5
PA03740-B501,11,43.2,,23.6,21.4
PA03768-B001,4.9,20.2,5.59,30,17
PA03770-B001,3.4,16.1,3,29.2,15.2
PA03800-B001,32,43,5.59,46,31
PA03795-B001,2,10.5,5.59,29.6,8.3
40CC150,41.9,73.8,,64.3,56.8
36S0208,15.8,47,,43,37.6
36S0308,16,47,,43,37.6
36S0508,18.1,47,,43,42.2
50G0225,29.9,65,,55,56.5
50G0945,29.9,65,,55,56.5
36SC550,17.8,47,,43,42.2
42C0093,0.402,49.5,,44.2,59.4
42CC173,23.8,59.5,,49.5,40.2
40N9113,60,,,,
40C9587,64,73.5,,70,95.5
32C0248,60,,,,
36S0908,26.6,60.5,,55.2,68.2
36SC648,60,,,,
36SC728,60,,,,
42C7373,30.8,59.4,,55.8,57
42C7343,30.5,59.4,,55.8,57
42CC593,31.2,59.4,,55.8,57
42CC443,30.5,59.4,,55.8,57
18M0730,16,,,,
40N9163,22.7,55.6,,44,51.9
40N9153,22.7,55.6,,44,51.9
KV-S1026C-U,20,,,,
KV-S8147-M,44.4,47.4,,54.5,43.5
KV-S8127-M,44,47.4,,54.5,44.5
KV-SL3056-U,6.7,65,,30,30.8
KV-S1037-U,2.7,17.7,,30.3,13.7
KV-S1028Y-U,4,27.2,,30,23.8
KV-N1058X-U,4,27.2,,30,23.8
C600V_N,33.8,63.4,127,58,60.7
C7020V_DN,67,67.08,,59,76.78999999999999
C7020V_D,67,67.08,,59,76.78999999999999
P04564-B21,,,,,0.7
P04693-B21,,6.69,,4.17,1.06
861686-B21,1.360776,10,,5.75,8.63
861683-B21,1.360776,10,,5.75,8.63
861681-B21,1.360776,10,,5.75,8.63
861678-B21,1.360776,10,,5.75,8.63
858594-B21,1.36,,,,
861590-B21,,6.69,,4.17,1.06
801882-B21,1.360776,5.75,,4,1.03
791034-B21,17.6,4.67,,2.98,0.614
785099-B21,15.9,5.45,,3.1,0.63
801888-B21,1.360776,5.75,,4,1.03
801884-B21,1.36,14.61,,10.16,2.6100000000000003
785079-B21,15.9,4.67,,2.98,0.614
793695-B21,1.36,25.4,,14.61,21.919999999999998
819201-B21,1.360776,11.6,,5.81,8.68
832512-B21,17.6,,,,
718162-B21,15.9,4.63,,7,9
759208-B21,,4.67,,2.98,0.614
781518-B21,15.9,4.67,,2.98,0.614
785067-B21,15.9,4.67,,2.98,0.614
718160-B21,15.9,4.63,,7,9
781516-B21,15.9,4.67,,2.98,0.614
737261-B21,1.360776,6.69,,4.17,1.06
737394-B21,,6.69,,4.17,1.06
748387-B21,0.5,22.23,,18.41,13.969999999999999
652564-B21,15.9,4.67,,2.98,0.614
652583-B21,15.9,4.67,,2.98,0.614
655710-B21,1.360776,4.36,,1.04,7.25
652589-B21,25.6,4.67,,2.98,0.614
657750-B21,0.006,11.07,,2.6399999999999997,18.419999999999998
627117-B21,25.6,,,,
658079-B21,1.360776,4.36,,1.04,7.25
652757-B21,25.6,6.69,,4.17,1.06
652753-B21,25.6,6.69,,4.17,1.06
659341-B21,1.36,11.07,,2.6399999999999997,18.419999999999998
655708-B21,1.360776,4.36,,1.04,7.25
628061-B21,1.360776,6.69,,4.16,1.06
652766-B21,25.6,6.69,,4.17,1.06
652749-B21,25.6,4.67,,2.98,0.614
652745-B21,25.6,4.67,,2.98,0.614
507127-B21,15.9,9,,7,4.61
605835-B21,15.9,5.45,,3.1,0.63
625609-B21,1.360776,5.38,,2.84,0.63
507750-B21,1.36,13.66,,7.220000000000001,1.6
507616-B21,1.360776,7.43,,4.36,1.04
625031-B21,1.360776,7.43,,4.36,1.04
619291-B21,15.9,9,,7,4.63
593911-B21,0.34,,,,
647885-B21,0.45,,,,
836220-B21,,19.81,,13.330000000000002,3.1
Z4Y85AA,,2,,6.779999999999999,0.24500000000000002
805351-B21B,0.45,19.81,,13.330000000000002,3.1
P00922-B21B,0.045,1.9100000000000001,,19.05,8.89
726718-B21,0.45,,,,
805353-B21,0.45,19.81,,13.330000000000002,3.1
726720-B21,0.45,19.81,,8.89,1.9100000000000001
805351-B21,,19.81,,13.330000000000002,3.1
726719-B21,0.45,19.81,,8.89,1.9100000000000001
P00924-B21,0.045,1.9100000000000001,,19.05,8.89
647899-B21,,,,13.330000000000002,3
805667-B21,0.34,19.81,,8.89,1.9100000000000001
820077-B21,0.00034,1.98,,0.889,0.191
500672-B21,0.34,8.89,,1.9100000000000001,19.81
819880-B21,0.34,,,,
862974-B21,,19.81,,13.330000000000002,3.1
805669-B21,0.34,1.9100000000000001,,8.89,19.81
815097-B21,0.0045,,,13.330000000000002,3.1
835955-B21,0.045,,,,
815098-B21,,,,13.330000000000002,3.1
P00930-B21,0.045,1.9100000000000001,,19.05,8.89
P00920-B21,0.045,1.9100000000000001,,19.05,8.89
P00926-B21,0.045,1.9100000000000001,,19.05,8.89
P00922-B21,0.045,1.9100000000000001,,19.05,8.89
B4U39AA,,3,,0.38,6.76
805349-B21,0.45,,,13.330000000000002,3.1
805349-B21B,0.045,19.05,,8.89,1.9100000000000001
726719-B21B,0.045,19.05,,8.89,1.9100000000000001
647907-B21,,,,13.330000000000002,3
604502-B21,15.9,,,,
815098-B21R,,,,5.25,1.22
604506-B21,0.45,19.81,,8.89,
593339-B21,0.45,19.81,,8.89,1.9100000000000001
WDS240G2G0A,0.0322,10.05,,6.9799999999999995,0.7
WDS120G2G0A,0.032100000000000004,0.7,,10.05,6.9799999999999995
WDBVXC0020HWT-EESN,0.96,14,,5.3,17.55
WDBVXC0030HWT-EESN,1.03,14,,5.3,17.55
WDBVXC0080HWT-EESN,1.03,14,,5.3,17.55
WDBMUT0080JWT-EESN,2.4,16,,10.2,17.9
WDBMUT0120JWT-EESN,2.4,16,,10.2,17.9
WDBMUT0040JWT-EESN,2.29,16,,10.2,17.9
WDBMUT0060JWT-EESN,2.39,16,,10.2,17.9
WDBFKT0040BGD-WESN,0.25,11,,8.15,2.15
WD1500HLHX,0.489,14.7,,10.16,2.6100000000000003
WD7502ABYS,0.69,14.7,,10.16,2.54
WD360GD,0.73,,,,
WD7500AYYS,0.073,14.7,,10.16,2.6100000000000003
WD80PURX,,14.7,,10.16,2.6100000000000003
WDS100T2B0A,,3.9,,2.8,0.3
WDS250G2B0B,0.007,8,,2.2,0.238
WDS500G2B0A,0.037399999999999996,10.02,,6.9799999999999995,0.7
WDS200T2B0A,,3.9,,2.8,0.3
WDS500G2B0B,0.007,8,,2.2,0.238
WDBFBE0060JBK-EESN,2.34,16,,10,18
WDS200T2B0B,,3.1,,0.9,0.1
WDS250G2B0A,0.037399999999999996,10.02,,6.9799999999999995,0.7
WD6003FFBX,,14.7,,10.16,26.1
WD20SPZX,0.09,10.02,,6.9799999999999995,0.7
WDS240G2G0B,0.00651,8,,2.2,0.15
WDS120G2G0B,0.00646,8,,2.2,0.15
WDBEPK5000ABK-WESN,0.23,11.01,,8.16,2.1
WDBJRT0020BBK-WESN,,11,,8.15,2.1
WDBAMJ0010BGY-EESN,0.46,13.5,,13.5,3
WDBLPG0020BBK-WESE,0.17,11,,8.15,1.6300000000000001
WDBAMJ0020BGY-EESN,0.44,13.5,,13.5,3
WD4005FZBX,,5.8,,4,1
WD6003FZBX,,5.8,,4,1
WDBZGE0040BBK-WESN,,11,,8.15,2.15
WDBWLG0060HBK-EESN,0.95,13.5,,4.8,16.580000000000002
WDBKVX0020PSL-WESN,,1,,4.5,9
WDBBGB0100HBK-EESN,0.96,13.930000000000001,,4.9,17.06
WD80EFAX,,5.8,,4,1
WD10PURX,,5.8,,4,1
WDBWLG0080HBK-EESN,0.95,13.5,,4.8,16.580000000000002
WD121PURZ,,5.8,,4,1
WD101PURZ,,1.03,,4,5.79
WD5000LQVX,0.095,10.02,,6.9799999999999995,0.6799999999999999
WDBWLG0100HBK-EESN,,13.5,,4.8,16.580000000000002
WD141KRYZ,,5.8,,4,1
WD6003FRYZ,,5.8,,4,1
WD102KRYZ,,5.8,,4,1
WD4003FRYZ,,5.8,,4,1
WD8004FRYZ,,5.8,,4,1
WD140EFFX,,5.8,,4,1
WD20EZAZ,0.45,14.7,,10.16,2.6100000000000003
WDBFBE0280JBK-EESN,,16,,10,18
WDBPMV0050BSL-WESN,,11,,8.16,2.1
WDBU6Y0050BBK-WESN,0.23,11.1,,8.2,2.1
WDBBGB0140HBK-EESN,1,13.930000000000001,,4.9,17.06
WDBA2D0020BBL-WESN,,4.2,,3,0.4
WDBPKJ0040BBK-WESN,,4.2,,3,0.8
WDBPKJ0040BRD-WESN,,4.2,,3,0.8
WDBYVG0020BBL-WESN,,4.2,,3,0.4
WDBYVG0020BRD-WESN,,4.2,,3,0.4
WDBPKJ0040BBL-WESN,,4.2,,3,0.8
WDBYVG0020BBK-WESN,,4.2,,3,0.4
WDBPKJ0050BBK-WESN,,4.2,,3,0.8
WDBA2F0040BBL-WESN,,4.2,,3,0.8
WDBA2W0020BBK-WESN,,4.6,,3.5,0.5
WDBA3A0040BBK-WESN,,4.6,,3.5,0.8
WDBA5G0050BBK-WESN,,4.6,,3.5,0.8
WDBA3A0050BBK-WESN,0.23,11.8,,8.8,2.08
WDBA5G0030BBK-WESN,,4.6,,3.5,0.8
0B42258,0.75,2.6100000000000003,,10.16,14.7
WD20EFAX,0.06,14.7,,10.16,2.6100000000000003
WDS400T2B0A,0.0597,0.7,,6.9799999999999995,10.02
WD82PURZ,,5.8,,4,1
WDBWLG0120HBK-EESN,0.95,13.5,,4.8,16.580000000000002
WDBBGB0120HBK-EESN,0.0009699999999999999,13.930000000000001,,4.9,17.06
WDS200T3X0C,0.0075,2.2,,8,0.238
WDS500G3XHC,0.0075,8,,2.2,0.238
HUH721212ALE600,0.66,14.7,,10.16,2.6100000000000003
WD60EFAX,,5.8,,4,1
WD60EZAZ,0.75,14.7,,10.16,2.6100000000000003
WDS100T3X0C,,3.1,,0.9,0.1
WDS250G3X0C,0.0075,8,,2.2,0.238
WDS500G3X0C,0.0075,8,,2.2,0.238
0B40358,0.175,10.05,,7.01,1.5
0B40366,0.175,10.05,,7.01,1.5
WDS480G2G0A,0.0327,6.9799999999999995,,10.05,0.7
WDS480G2G0B,0.00652,2.2,,8,0.15
0B40362,0.175,10.05,,7.01,1.5
WDBC3C0020BSL-WESN,,4.3,,3.2,0.5
WDBC3C0010BSL-WESN,,1.28,,8.16,10
WDBFTM0040BBL-WESN,,4.3,,3.2,0.8
WDBFTM0040BSL-WESN,0.23,11,,8.16,2.1
WDBC3C0020BBL-WESN,,4.3,,3.2,0.5
WDBKYJ0020BSL-WESN,,4.3,,3.2,0.5
WDBPMV0040BSL-WESN,,4.3,,3.2,0.8
WDBU6Y0030BBK,0.23,11.1,,8.2,2.1
0F31052,24.3,5.79,,4,1.03
0B36047,,5.8,,4,1
WDS100T2G0A,,4,,2.8,0.3
WDBMCG0010BBT-WESN,0.055,9.5,,6.7,1
0TS1618,0.095,10.05,,6.9799999999999995,0.7
0B40326,0.175,10.05,,7.01,1.5
WD10SPZX,0.09,10.02,,6.9799999999999995,0.7
WD40PURZ,,5.8,,4,1
WD10PURZ,0.65,14.7,,10.16,2.6100000000000003
WD20PURZ,0.65,14.7,,10.16,2.6100000000000003
WDBUZG7500ABK-WESN,0.13,11.1,,8.2,1.5
WDBBGB0060HBK-EESN,1.05,13.930000000000001,,4.9,17.06
WDBBGB0040HBK-EESN,1,13.930000000000001,,4.9,17.06
WDS120G1G0A,1.13,3.96,,2.75,0.276
WDS240G1G0A,0.032,10.05,,6.9799999999999995,0.7
WDBYNN0010BYL-WESN,0.17,8.15,,11,1.6300000000000001
WDS120G1G0B,0.00646,8,,2.2,0.223
WDS240G1G0B,0.00651,8,,2.2,0.223
WDBBGB0080HBK-EESN,0.96,13.930000000000001,,4.9,17.06
WDS500G1B0A,1.32,0.276,,2.75,3.96
WDBYNN0010BBK-WESN,6,3.21,,4.33,0.642
WDS250G1B0A,0.037399999999999996,0.7,,6.9799999999999995,10.05
WDBBGB0030HBK-EESN,0.96,13.930000000000001,,4.9,17.06
WD1005FBYZ,,5.8,,4,1
WD2005FBYZ,,5.8,,4,1
WDBBCL0160JBK-EESN,,21.61,,10.86,14.780000000000001
WDBNFA0000NBK-EESN,,23.2,,17,19.2
WD2002FFSX,,5.8,,4,1
WDBVBZ0160JCH-EESN,2.3,15.49,,9.91,17.14
WD5000AURX,,2.54,,10.16,14.7
WD10EZRZ,0.45,14.7,,10.16,2.6100000000000003
WD5000AZRZ,0.45,14.7,,10.16,2.6100000000000003
WD60EZRZ,,5.8,,4,1
WD40EZRZ,,5.8,,4,1
WD20EZRZ,,5.8,,4,1
WD30EZRZ,,5.8,,4,1
WD3200LPCX,3.17,3.94,,2.75,0.276
WD5000LPCX,0.09,10.02,,6.9799999999999995,0.7
WD3200LUCT,0.09,10.02,,6.9799999999999995,0.6799999999999999
WD5000AZLX,0.45,14.7,,10.16,2.54
WDBVBZ0040JCH-EESN,1.6,15.49,,9.91,17.14
WDBVBZ0120JCH-EESN,2.4,15.49,,9.91,17.14
WDBU6Y0030BBK-EESN,0.23,11.1,,8.2,2.1
WD5000LPLX,0.092,0.7,,6.9799999999999995,10.02
WD3200LPLX,0.092,0.7,,6.9799999999999995,10.02
WD2500LPLX,0.092,0.7,,6.9799999999999995,10.02
WDBHDK5000ABK-EESN,0.14809999999999998,12.35,,8.27,1.86
WDBWLG0040HBK-EESN,0.95,13.5,,4.8,16.580000000000002
WD60PURX,,5.8,,4,1
WD10JFCX,,3.9,,2.8,0.4
WD7500BFCX,4.06,3.94,,2.75,0.374
WD40EFRX,24,5.79,,4,1.03
WD1003FZEX,,5.8,,4,1
WD2003FZEX,,5.8,,4,1
WD5000LPVX,3.17,3.94,,2.75,0.276
WD3001HKHG,0.49,14.7,,10.16,26.1
WDBGLG0020HBK-EESN,0.89,13.5,,16.2,4.8
WD10JUCT,0.06985,10.02,,12,0.95
WD1000DHTZ,,5.8,,4,1
WD10EZEX,0.45,14.7,,10.16,2.54
WD5003AZEX,0.43,14.7,,10.16,2.6100000000000003
WD10EURX,0.599,14.7,,10.16,2.6100000000000003
WDBHDK0010BBK-EESN,0.1845,12.35,,8.27,1.86
WD40PURX,,5.8,,4,1
WD20EURX,22.6,5.79,,4,1.03
WD2503ABYZ,0.45,14.7,,10.16,2.6100000000000003
WD1003FBYZ,,5.8,,4,1
WD5003ABYZ,,5.8,,4,1
WD2000F9YZ,,5.8,,4,1
WD10EFRX,0.45,14.7,,10.16,2.6100000000000003
WD2503ABYX,0.73,14.7,,10.16,2.54
WD1500HLFS,0.489,14.7,,10.16,2.6100000000000003
WD5000LUCT,0.698,10.02,,6.8,0.6799999999999999
WD102KFBX,0.75,2.6100000000000003,,10.16,14.7
WD30EFAX,0.64,14.7,,10.16,2.6100000000000003
WD40EFAX,,4,,5.8,1
WDS100T2B0C,0.0065,8.2,,2.2,0.238
WDS500G2B0C,0.0065,8.1,,2.2,0.238
WDS250G2B0C,0.0065,8,,2.2,0.238
WD141KFGX,,5.8,,4,1
WDS400T1R0A,0.0579,10.02,,6.9799999999999995,0.7
WDS500G1R0A,0.037399999999999996,10.02,,6.9799999999999995,0.7
WDS500G1R0B,0.007,8,,2.2,0.238
WDS100T1R0A,1.32,3.94,,2.75,0.276
WDS100T1R0B,0.007,8,,2.2,0.238
WD102PURZ,0.75,14.7,,10.16,2.6100000000000003
WD140PURZ,0.69,14.7,,10.16,2.6100000000000003
WDBS4B0020BWT-EEEX,0.17,11,,8.15,2.15
WDBYFT0030BOR-EEEX,0.25,11,,8.15,2.15
WDBYFT0040BWT-EEEX,0.25,11,,8.15,2.15
WDBS4B0020BOR-EEEX,0.17,11,,8.15,2.15
WDBYFT0030BBK-EEEX,0.25,11,,8.15,2.15
WDBYFT0040BBL-EEEX,0.25,11,,8.15,2.15
WDBYFT0040BRD-EEEX,0.25,11,,8.15,2.15
WDBS4B0020BBL-EEEX,0.17,11,,8.15,2.15
WDBS4B0020BYL-EEEX,0.17,11,,8.15,2.15
WDBYFT0030BWT-EEEX,0.25,11,,8.15,2.15
WDBYFT0030BYL-EEEX,0.25,11,,8.15,2.15
WDBYFT0030BRD-EEEX,0.25,11,,8.15,2.15
