sku,weight (kg),depth (cm),width (cm),height (cm)
DGS-108/E,0.65,25,20.8,6.8
DGS-105/B,0.5,22,17,6.2
DGS-1210-24P,4.92,52.1,36.5,9.2
DGS-3130-54S/SI,6.32,59.5,45,11.8
DGS-3130-54TS/SI,4.83,50.6,42.7,7
DGS-1005D/B,0.22,11.6,10,8.2
DGS-1016D/B,1.77,32.8,18,10.8
DGS-1024D/E,2.43,39.1,26.2,10.2
DES-108/B,0.61,25,20.8,6.8
DGS-1026MP,3.7,50.6,38.8,9
DGS-3130-30S/SI,4.47,50.6,38.8,9
DGS-1250-28XMP,4.76,56.3,39.3,8.9
DES-1210-28P,4.49,54.6,34.9,9.6
DGS-105/E,0.45,22,17,6.2
DGS-1008MP,2.85,39.1,26.2,10.2
DIS-S301SX,2.26,5.16,2.91,1.93
DGE-528T,0.15,13.7,20.8,3.6
DWA-182,0.02,13.8,13.8,4
DWA-172,0.06,20.8,13.7,3.6
DWA-131,0.07,10.9,14.1,1.9
DWA-121,0.01,13.8,13.8,2
DUB-E100,0.12,13.8,13.8,3
DWA-171,0.02,10.9,14.1,1.9
DPE-101GI,0.42,21.3,15.3,6.8
PSM-12V-55-B,0.22,9,10.2,5.5
DWR-921/E,0.75,27.4,20.8,6.8
DSR-250N,1.39,33.7,22,8.5
DIR-809/B,0.81,34.4,24.2,7.4
DWR-921/B,0.9,28,21,7
DAP-1360/B,0.66,27.4,20.8,6.8
DAP-1360/E,0.6,27.4,20.8,6.8
DAP-2662,0.39,24.8,20.8,7.3
S0838860,,43,27.8,35
S0717930,0.2,16,8.8,20.2
S0946320,0.6,6.5,16,26.5
S0883990,0.42,8.4,12,26.5
S0968960,5.3,40,25.6,28.9
S0721520,0.03,9.5,1.9,14.9
S0721440,0.23,10.8,6.5,8.3
S0722440,0.22,7.7,7.8,7.8
EMIB04,3.98,,,
ESWB22,4.6,,,
E615169,0.32,6.35,16.5,16
E347918,13.5,54.8,64.8,48.4
E649473,8.3,23.3,51.1,51
E877820,8.3,23.3,51.1,51
E077464,8.3,23.3,51.1,51
E738607,7,20.7,44.7,38
E327528,8.2,19,62,42.3
E351806,12,31.8,68,52.6
E126288,7.54,16.9,68,46
A61CF26111,0.46,23.5,12.7,8
A61CF26101,0.46,23.5,12.7,8
V11H961041,8.71,49.5,49.5,23
V11H901041,11.7,56.5,53.6,20.7
C31C514057,4.06,37.5,24,25
C31C163272,1.84,27,23.5,18.5
C31C178262,1.9,27.9,23.5,19
C31C515052B0,3.86,37.5,24,25
C11CA13041,0.01,55,29,38
B11B241401PU,0,38.3,14.1,9.5
C11CH12301A1,168,80,158,149
B11B239401PU,0,52,40.5,19.5
C13T605600,0,17,2.5,11
C13T603B00,0,19,3,11
C13T591100,0,34,6,14.5
C13T636300,0,40,6,14.5
C13S020449,,8.8,4.4,3.1
C13S020452,,8.8,4.4,3.1
C13T580B00,0,10,3.5,8
C13T653700,0,21.5,4,11.5
C13T653A00,0,21.5,4,11.5
C13T694400,0,35.1,4.7,11.6
C13T687200,0,34.8,5,11.8
C13S020566,,9,5,3
C13T755240,0,18.5,2.7,11.2
C13T755440,0,18.7,2.9,11.6
C33S020642,,8,7,1.5
C33S020639,0.52,31,10,3
C13T850200,0.16,10,8,3.5
C13T824500,0,32,6,14.5
C13T804500,0,40,6,14.5
C13T804600,0,40,6,14.5
C13T804B00,0,40,6,14.5
C13T32414010,,3.3,14.5,12
C13T908240,0,19,3,11.5
C13T24244012,0.04,2.6,10.2,14.5
C13T29924012,0.04,2.6,10.2,14.5
C13T18024012,0.04,2.6,10.2,14.5
C13T26124012,0.04,2.6,10.2,14.5
C13T33444012,0.04,2.6,10.2,14.5
C13T13014012,0.08,4.3,10.2,14.5
C13T29934012,0.04,14,9.8,2.5
C13T913A00,0,21.5,4,11.5
C13T913D00,0,21.5,4,11.5
C13T913100,0,21.5,4,11.5
C13T34614010,0.04,2.6,10.2,14.5
C13T04C340,0,19,2.6,11.5
C13T40D340,0,13,3.5,11
C13T40D240,0,13,3.5,11
C13T41F440,0,24.5,4.5,11.5
C13T03A34010,0.02,10.3,2.6,14.5
C13T591600,0,40,6,14.5
C13T603400,0,19,3,11
C13T603700,0,19,3,11
C13T596100,0,32,6,14.5
C13T596500,0,32,6,14.5
C13T636400,0,40,6,14.5
C13T653100,0,21.5,4,11.5
C13T692500,0,24.5,3,11.5
C13T693300,0,24.5,4.5,11.5
C13T694100,0,35,5,12
C13T15914010,,3.3,14.5,12
C13T15944010,,3.3,14.5,12
C13T15994010,,3.3,14.5,12
C13T642100,0,32,5.5,14.5
C13T789140,0,14,3,8.5
C13T76034010,,3.3,14.5,12
C33S020621,0.52,31,10,3.5
C13T850500,0.16,10,8,3.5
C13T850800,0.16,10,8,3.5
C13T16344012,0.04,2.6,10.2,14.5
C13T13034012,0.05,3.2,10.2,14.5
C13T12934012,0.05,2.6,10.2,14.5
C13T27034012,0.04,2.6,10,14.5
C13T24344012,0.05,2.6,10.2,14.5
C13T913300,0,21.5,4,11.5
C13T00R340,0.13,17.5,5.8,5.8
C13T944140,0,29,4,12
C13T964140,0,28.9,4,16.4
C13T40C240,,13,3.5,11
C13T03U44010,0.01,10.3,2.6,14.5
C13T44JB40,0,35,4.7,11.5
C13T591700,0,40,6,14.5
C13T580900,0,10,3.5,8
C13T603300,0,19,3,11
C13T544600,0,29,2.7,11
C13T636500,0,40,6,14.5
C13T636700,0,40,6,14.5
C13T692200,0,24.5,3,11.5
C13T642600,0,24.5,4.3,12
C13T08074021,0,6.2,15,19.5
C33S020601,,8.5,4.5,3
C33S020604,,8.5,4.5,3
C13T76054010,,3.3,14.5,12
C13T76064010,,3.3,14.5,12
C33S020620,0.52,31,10,3.5
C33S020618,0.52,31,10,3.5
C13T824A00,0,32,6,14.5
C13T800800,0,35,4.5,11.5
C13T800100,0,35,4.5,11.5
C13T29914012,0.04,2.6,10.2,14.5
C13T24334012,0.05,2.6,10.2,14.5
C13T26324012,0.05,2.6,10.2,14.5
C13T18124012,0.04,2.6,10.2,14.5
C13T24314012,0.04,14.1,9.7,2.4
C13T26314012,0.05,2.6,10.2,14.5
C13T16334012,0.04,2.6,10.2,14.5
C13T913500,0,21.5,4,11.5
C13T37964020,0.05,3.2,10.6,14.6
C13T02W24010,0.04,2.6,10.2,14.5
C13T04C440,0,19,2.6,11.5
C13T40C340,,13,3.5,11
C13T03A14010,0.02,10.3,2.6,14.5
T0713,,14,11,3
C13T44QD40,0,24.5,4.5,11.5
C13T44Q840,0,24.5,45,11.5
C13T544300,0,2.8,29,10.9
C13T591500,0,40,6,14.5
C13T636600,0,40,5.8,14.5
C13T596700,0,32,6,14.5
C13T636A00,0,40,6,14.5
C13S020451,,8.8,4.4,3.1
C13T653600,0,21.5,4,11.5
C13T693500,0,24.5,4.5,11.5
C13T694300,0,35,4.6,11.6
C33S020464,0.21,13.5,9,4.5
C13T15984010,,3.3,14.5,12
C33S020484,,12,5.5,3
C13S020565,,9,5,3
C13T76024010,,3.3,14.5,12
C13T76084010,,3.3,14.5,12
C33S020641,,8,7,1.5
C13T804D00,0,40,6,14.5
C13T804400,0,40,6,14.5
C13T804100,0,40,6,14.5
C13T804300,0,40,6,14.5
C13T824D00,0,32,6,14.5
C13T32474010,,3.3,14.5,12
C13T908440,0,19,3,11.5
C13T800700,0,35,5,11.5
C13T24254012,0.05,2.6,10.2,14.5
C13T29914022,,2.6,14.5,10.2
C13T913700,0,21.5,4,11.5
C13T35944010,0.07,3.3,12,14.5
C13T34794010,,37,17,15
C13T945340,0,29,3.5,12.5
C13T04B140,0,19,2.6,11.5
C13T04B240,0,19,2.6,11.5
C13T40C140,0,13,3.5,11
C13T41R240,0,24.5,3,11.5
C13T41R540,0,25.4,3.6,12.2
C13T41F240,0,24.5,4.5,11.5
C13T44Q440,0,24.5,45,11.5
C13T44QA40,0,24.5,45,11.5
C33S020410,,12,5.5,3
C13T603900,0,19.3,3.2,11.1
C13T602300,0,19,3,11
C13T33624012,0.05,2.6,10.2,14.5
C13T27024012,0.04,2.6,10.2,14.5
C13T27124012,0.05,2.6,10.2,14.5
C13T24364012,0.04,14.2,9.7,2.4
C13T26334012,0.04,14.2,9.7,2.4
C13T27114012,0.09,6.4,10.2,15
C13T24264022,,14.2,2.4,9.8
C13T946140,0,29,3.5,16.5
C13T02V14010,0.04,2.6,10.2,14.5
C13T41F540,0,24.5,4.5,11.5
C13T603100,0,19.2,2.7,11.1
C13T603500,0,19.1,3.2,11.1
C33S020404,0.1,8.8,4.6,6.5
C33S020407,0.14,14.6,4.5,6
C33S020405,0.1,8.8,4.6,6.5
C13T544700,0,2.8,29,10.9
C13T596600,0,24.5,4.3,12
C13T596800,0,32,6,14.5
C13T692400,0,24.5,3,11.5
C13T15934010,,3.3,14.5,12
C13T70214010,0,3.7,15,19.5
C13T70244010,0,3.7,15,19.5
C33S020490,0.2,13.5,8.8,4.3
C33S020603,,8.5,4.5,3
C13S020563,,9,8.8,4.5
C13T26704010,,5.1,14.5,12
C13T824100,0,32,6,14.5
C13T824700,0,32,6,14.5
C13T908340,0,19,3,11.5
C13T838140,0,37,9,16.5
C13T612200,0,19,3,11
C13T603200,0,19,3,11
C13T603C00,0,19,3,11
C13T636900,0,40,6,14.5
C13T636B00,0,40,6,14.5
C13T653B00,0,21.5,4,11.5
C13T692100,0,24.5,3,11.5
C13T694500,0,35,4.6,11.6
C13T79044010,0,3.7,15,19.5
C13T79134010,0,3.7,15,19.5
C13T26614010,,4.3,14.5,12
C33S020619,0.52,31,10,3.5
C13T850400,0.16,10,3.5,8
C13T824600,0,32,6,14.5
C13T824200,0,32,6,14.5
C13T824B00,0,32,6,14.5
C13T804200,0,40,6,14.5
C13T824300,0,32,6,14.5
C13T800400,0,35,4.5,11.5
C13T33514022,,4.3,15,10.2
C13T13014022,,4.3,14.7,10.2
C13T913800,0,21.5,4,11.5
C13T913400,0,21.5,4,11.5
C13T03R240,0.13,17.5,5.8,5.8
C13T03R440,0.13,17.5,5.8,5.8
C13T37954020,0.05,3.2,10.3,14.6
C13T41R340,0,24.5,3,11.5
C13T614800,0,29,2.7,11
C13T44J940,0,35,5,11.5
C13T605C00,0,17,2.5,11
C13T606100,0,29,3,11
C33S020403,,7.3,4.5,5.7
C13T06114010,,14,3,11
C13T591400,0,40,6,14.5
C13T58464010,0,7.7,15,21
C33S020268,0.2,14.5,10.5,4.5
C13T605900,0,17,2.8,11
C13T596900,0,31.8,5.7,14.5
C13T636100,0,40,6,14.5
C13T653200,0,20.2,2.8,10.5
C13T693400,0,24.5,4.5,11.5
C13T694200,0,35,5,11.6
C13T15974010,,3.3,14.5,12
C13T70234010,0,3.7,15,19.5
C13S020564,,9,5,3
C13T789240,0,14.1,2.5,8.2
C33S020640,,8,7,1.5
C13T850900,0.16,10,8,3.5
C13T824400,0,32,6,14.5
C13T804A00,0,40,6,14.5
C13T824900,0,32,6,14.5
C13T907140,0,19,5.5,11.5
C13T800000,0,35,4.5,11.5
C13T12944012,0.04,14.5,9.4,2.5
C13T13044012,0.05,3.3,10.2,14.5
C13T27144012,0.05,2.6,10.2,14.5
C13T913200,0,21.5,4,11.5
C13T35924010,0.07,3.3,12,14.5
C13T02F14010,0.04,14.2,10,3
C13T02H14020,0.05,2.3,10.6,14.6
C13T944340,0,29,4,12
C13T944440,0,29,4,12
C13T40D140,0,13,4.7,11
C13T03U14010,0.01,10.3,2.6,14.5
C13T44Q940,0,24.5,4.5,11.5
C13T05534010,,3.3,14.5,12
C13T605100,0,17,2.5,11
C13T612400,0,19,3,11
C13T591300,0,40,6,14.5
C13T596400,0,32,6,14.5
C13T596300,0,31.8,5.7,14.5
C13T596A00,0,32,6,14.5
C13T636200,0,40,6,14.5
C13T692300,0,24.5,3,11.5
C13T693100,0,24.5,4.2,11.5
C33S020175,0.23,14.5,10.5,4.5
C13T15924010,,3.3,14.5,12
C13T70114010,0,14,2.8,8.2
C33S020602,,8.5,4.5,3
C13T79124010,0,3.7,15,19.5
C33S020591,0.24,2.5,16.5,15
C13T850100,0.16,10,3.5,8
C13T804900,0,40,5.8,14.5
C13T804700,0,40,6,14.5
C13T800200,0,35,4.7,11.5
C13T800500,0,35,4.5,11.5
C13T24224012,0.03,14.1,9.7,2.4
C13T27014012,0.04,2.6,10.2,14.5
C13T24234012,0.04,2.6,10.2,14.5
C13T24214012,0.04,2.6,10.2,14.5
C13T26114012,0.04,2.6,10.2,14.5
C13T913600,0,21.5,4,11.5
C13T37814020,0.04,3.3,10.2,14.5
C33S020655,,16.5,5,7.5
C13T945240,0,29,3.5,12.5
C13T04A240,0,19,2.6,11.5
C13T41F340,0,24.5,4.5,11.5
C13T41R440,0,25.4,3.6,12.2
C13T44Q140,0,24.5,45,11.5
C13T44JD40,0,35,4.7,11.6
C32C823991,,10.2,8.3,3.7
C32C823861,,10.2,8.2,3.4
C32C823891,,10,8,3.5
C32C823361,,10,8,3.5
C32C824121,,10,8,3.5
C32C824131,,10.4,8.5,3.9
C31CH77102,31.3,70.6,62,49.5
C31CH76202,28.2,71,51.5,50
C51CB70380,2.2,9.8,34.4,29.9
C11CC68132,16,68,59,43
C51CB70330,0.97,26.2,20,8.4
C53S655006,0.06,8,3,7
C53S652002,0.05,8,7,2.5
C53S654024,0.06,2.9,9,7.5
C53S654025,0.06,2.9,9,7.5
C53S654023,0.06,2.9,9,7.5
C53S654016,0.06,8,7,2.5
C53S655014,0.07,3.5,9,7.5
C53S656905,0.08,9,3.5,7.5
C53S653003,0.04,8,2.5,7
C53S656005,0.05,8,7,2.5
C53S657006,0.12,8,4.5,7
C53S652004,0.05,8,7,2.5
C53S657002,0.13,9.4,5,7.7
C53S656903,0.08,8.7,3.5,7.5
C53S654009,0.06,8,2.5,7
C53S652003,0.05,8,7,2.5
C53S654014,0.06,8,2.5,7
C53S654017,0.06,2.9,9,7.5
C53S655012,0.06,8,3,7
C53S653007,0.04,8,2.5,7
C53S653008,0.04,8,2.5,7
C53S656902,0.07,8.7,3.5,7.5
C53S654008,0.06,8,2.5,7
C13S041746,2.62,48,12,12
C13S041387,6.24,116.5,12.5,11.2
C13S042372,7.3,66.7,17.7,17.7
C13S041719,3.57,49,32.5,3.5
C13S041725,3.21,48,15,15
C13S041385,3.38,66,12,12
C13S042111,5.8,63.3,48.5,3
C13S041220,6.44,116,11.5,11.5
C13S042095,2.4,61,43.5,1.5
C13S042096,2.22,61,43.5,1.5
C13S041853,3.65,65.5,12,12
C13S041598,6.83,85,62.5,2.5
C11CE41301A0,147,148.4,80,108
C11CE40301A0,199,204,83,109
C11CH12301A3,0.17,80,158,149
C13S050603,0,13.4,7.2,7.3
C13S050614,0,17.7,6.3,8.2
C13S050651,0,8.3,6,8.3
C13S050602,0,13.4,7.2,7.4
C13S050604,0,13.3,7.2,7.3
C32C845040,0.66,24,16.5,7.3
C32C881017,0.19,17.5,10.5,4
C31CH51011A0,2.2,33.5,19.2,28
C31CF70321PH,0.01,39,31,35.5
C31CG62204P1,5.96,38.5,29.4,28.5
C31C517057,5.2,37.5,24,25
C31CF70301,7.88,39,35,31
C31CG62216,5.5,38.2,29.5,29.3
C32C825375,0.41,24.3,18.4,5.2
C32C825341,0.48,19,9,8.5
2119140,0.18,17.5,4,5
2093752,0.23,23.7,6.4,4.5
C13T642000,0,32,6,14.5
C13S051228,0,38.5,28.5,32.5
C13T774140,0.23,14.5,6.2,8
C13T664340,0,14.5,8,6.2
C13T00P340,0.13,17.8,5.8,5.6
C13T664240,0,14.5,8,6.2
B12B813561,,19.2,3.6,11.4
B12B813501,0,18.7,3.4,11.6
C33S020580,0.31,23.3,17.7,3.5
C13T582000,0,27.7,5.2,9
C13S210102,0,14.5,8.6,8.6
C13T366100,,10.2,4,5.5
B12B813421,,10.5,5.2,6.9
C33S045537,0.47,10.8,11.3,9
C33S045719,2.27,21,22.5,11.5
C33S045721,1.69,21,22,9
C53S633004,0,10.5,12,12.5
C33S045548,0.69,10.8,11.3,11.3
C33S045720,1.69,21,22,9
C53S633001,0,10.5,12,12.5
C33S045542,0.45,10.8,11.3,9
C33S045553,7.3,32.5,25,14.5
C33S045714,2.92,21,22.5,11.8
C33S045536,0.31,10.8,11.3,6
C53S633003,0,10.5,12,12.5
C53S633006,0,10.5,12,12.5
C33S045718,2.29,21,22.5,11.5
C53S654010,0.06,8,2.5,7
C53S635002,0,15,5,15.5
C33S045538,0.62,10.8,11.3,11.2
C33S045541,0.62,10.8,11.3,11.3
C33S045552,7.42,32.5,25,14.5
C53S634003,0,10.5,12,7.5
C33S045549,0.7,10.8,11.3,11.3
C33S045713,2.94,21,22.5,11.8
C33S045738,8.93,31.6,31.9,25
C53S633005,0,10.5,12,12.5
C33S045543,0.46,10.8,11.3,8.9
C33S045715,2.17,21,22,9
C13S015610,0,3.3,39.8,9
C43S015358,,11.5,8,1
C13S015336,0,49.5,3,8
C43S015369,,20.5,9,3
C43S015376,,13.5,8,3
C13S015262,,13,3,12.5
C43S015374,,13.4,8,3
C43S015453,,17.5,9,3.5
C13S015337,0,32,3.2,8.4
C43S015362,,13,7,2.5
C43S015371,,8.6,0.3,17.7
C13S015637,0,33,2.8,7.6
C43S015360,,13,7,2.5
C13S015307,0,33,4,8.5
C43S015366,,12,3,4.9
C43S015354,,11.4,8,1
C13S015633,0,33,2.8,7.8
C43S015435,,9.5,6.5,2.5
A62B098112,0.17,31.5,4.5,4.5
C12C890501,0,28.5,9,12
B12B813581,0,19,3.5,11
C13S053038BA,0,44.8,21,21.5
C32C890634,0.1,10.2,3.6,8.3
C13T699700,0,28.5,9,12.5
C32C881008,,10.2,8.1,3.5
C32C890739,0.14,18.5,3.5,11.5
C12C890191,0,28.5,9,12.5
A62B098101,0.17,31,4.5,4.8
C32C831093,,9,4.3,6
C32C815471,5.62,49.5,30,38.5
C13T619100,0,32.4,5.5,15.2
B12B813481,0,17.8,4.1,11.7
A62B132111,2.47,31.5,18.3,9.4
C32C890737,0.18,18.5,11.5,3.5
B12B819381,0,35.5,12.8,20.5
V13H010L67,0,14,14,12.5
V13H010L71,0,14,14,14
V13H010L75,0,15.5,14,14
V13H010L90,0,15.5,13,14.5
V13H010L91,0,15.5,13,14.5
V13H010L80,0,16,14,14.3
B11B240401BY,19.4,78,61.3,29.5
B11B250401,4.95,37,27,32
B11B232401,1.84,43.5,8.5,30.5
B11B241401BY,1.76,38.3,9.5,14.1
B11B249401,3.6,39.5,24.5,24
B11B224401BY,10.5,62,43.5,28
C33S020596,0.32,20.5,9.5,8
C12C932871,0.01,50,24,46.5
C13S041154,0.3,35.4,24.3,0.6
S26361-K1653-V140,7.42,,,
S26361-K1374-V140,7.9,,,
S26361-K1471-V140,7.2,,,
S26361-K1497-V141,8.4,,,
FI27Q-P,119,27.9,72,56.5
DS-D5032FC-A,9.25,19.7,80.3,51.3
DS-D5032QE,6.76,13.6,80.4,50
DS-D5024FC,6,,,
ISD-SMG318LT-F,,23,70,227
DS-3E0310HP-E,1.22,,,
SS660A,3.25,18.1,60.3,15
CN622AE,0.14,2.87,24.17,7.16
CN625AE,0.4,5.31,27.09,7.16
CN628AE,0.21,2.92,24.2,8.66
B3P20A,0.25,12.9,20.2,4
C4844A,0.15,3.9,12.5,14.3
C8773EE,0.05,14,3.6,11.4
CN053AE,0.09,12.6,11.4,3.6
C2P19AE,0.05,2.3,10.6,11.35
C2P07AE,0.07,3.7,11.3,11.5
L0R95AE,0.17,2.8,21.5,4.8
F6V25AE#BHK,0.05,3.7,11.3,11.5
H6Y90AA#ABB,0.7,21,15.6,7.7
90Y8926,1.74,,,
90Y8877,1.74,,,
41A5327,1.63,23.3,49.5,6.3
LH6542UHS-B1,35,161.6,18.7,99.8
LH5546HS-B1,,22.3,144.8,95.2
TF6538UHSC-B2AG,69,31,167,102
LH3246HS-B1,,18.2,85.9,60.3
LH8642UHS-B1,83.3,222.4,37.3,142.7
TF3215MC-B1,12.8,15.5,89,63
TF5538UHSC-W2AG,,24.5,140,93
TF1515MC-B2,4.6,17.5,46,47
TF3215MC-B1AG,12.8,15.5,89,63
BX80671I76900K,,11.6,4.4,10.1
BX80684I58600K,0.09,11.6,4.4,10.1
BX80684I59400F,,11.6,7,10.1
CD8069504194301,0.2,13.7,4.3,11.2
BX80660E52620V4,,14,4.4,11.7
BX806734112,0.2,13.7,4.3,11.2
BX80684I99900K,0.62,16,18,18
BX80684I79700K,0.09,11.6,4.4,10.1
CM8068403362610,0.34,11.6,7,10.1
BX80660E52680V4,0.1,10.1,11.6,4.4
BX806734108,0.2,13.7,4.3,11.2
BX80684I59400,,11.6,7,10.1
CM8070104290511,,11.6,7,10.1
CM8066201920600,0.34,11.6,7,10.1
BX80673W3175X,0.32,13,10.4,4.5
BX80684I59500F,,11.6,7,10.1
CD8069504194001,0.2,13.7,4.3,11.2
CD8069503956401,0.2,13.7,4.3,11.2
CM8068403358819,0.34,11.6,7,10.1
BX80684I99900KF,0.09,11.6,4.4,10.1
CD8069504283304,0.2,13.7,4.3,11.2
BX80660E52687V4,0.1,10.1,11.6,4.4
BX80677I57400,0.34,11.6,7,10.1
CM8068404174503,0.32,11.6,7,10.1
BX80684I39100F,0.34,11.6,7,10.1
BX80684i79700,0.34,11.6,7,10.1
BX80684I39100,0.34,11.6,7,10.1
BX8069510980XE,0.49,13.8,13.8,6.1
BX80557E1400,,41.4,15.7,14.8
BX80684I59600K,0.09,11.6,4.4,10.1
CD8069504193701,0.2,13.7,4.3,11.2
CM8068403377319,0.34,11.6,7,10.1
CM8070104282327,,11.6,4.4,10.1
14208-14,0.11,7,1,5
1600-289,0.02,5,5,10
14201-19,0.1,2,15,17
8800-00-37,0.02,5,5,10
14207-50,0.09,11,9.5,4
204019,0.03,15.2,17.8,1.3
14207-44,0.1,22.5,1,16
14163-00,0.1,7.7,5,8.5
14201-44,0.05,1.5,16,21
8800-00-101,0.12,5,9,1
7410-109,0.27,5,14,13
7810-209,1.57,28.7,36.6,45.6
7410-209,0.27,5,14,13
7510-209,0.27,4.5,14.5,13.2
100-46000000-60,0.31,5.6,11.8,18
14201-17,0.1,1,16,16
14201-30,0.05,1.5,16,21
8800-01-37,0.04,5,5,10
8800-00-75,0.02,5,5,10
8800-00-94,0.04,0.5,13.5,20
8800-00-88,0.02,5,5,10
8800-00-46,0.02,5,5,10
14201-10,0.07,1,8,20
8800-01-46,0.02,5,5,10
88001-99,0.03,1,12,24
14201-16,0.04,1,15,15
14201-12,0.04,2,8,10
14201-61,0.05,9,16,1.5
14201-13,0.1,5,5,10
14208-33,0.07,14,7.4,6.5
14207-56,0.19,2.7,17.8,12
SDCS2/64GB,0.01,10.16,0.56,11.43
SDCS2/128GB,0.01,10.16,0.56,11.43
DT70/64GB,0.02,10.16,1,11.43
DT70/128GB,0.02,10.16,1,11.43
1102M33NL2,10,35.6,43.8,37.9
MK-715,12,,,
STFR4000800,0.5,5.4,12,18.6
STHZ2000800,0.2,14.5,8.95,3.65
STHA14000800,1.6,24,18,12
04X6435,0.04,,,
4X90U45346,0.03,12,21,1
4XH0S69185,0.09,,,
61DDUAT6UK,1.67,27.6,40.2,6.1
61EDGAT2UK,9.59,48,69.4,16.3
61C9KAT1UK,4.07,12,58.2,35
61DBMAT1EU,7.8,70.6,16,45
61DCRAT1UK,7.8,70.6,16,45
61DBMAT1UK,7.8,70.6,16,45
61E6GAT2UK,7,72.3,45.2,12.7
61F0GAT1UK,8.1,14.9,42.3,62
61C6MAT1EU,9.32,18.7,71.5,45.5
61ECGAT2EU,9.75,69.4,48,16.3
61C6MAT1UK,9.32,18.7,71.5,45.5
61DDUAT6EU,1.67,6.1,27.6,40.2
5A10H42925,,,14.7,5.7
01AV438,0.39,18.1,38.5,5.2
01AV422,1,,,
01AV671,0.51,30.2,39.4,8.2
00UR886,1,,,
5CB0R28201,0.6,43,33,4
00PH133,0.14,,,
01YT242,0.69,30.2,38.4,8.7
61FEMAT6UK,7.2,39,57.7,18.7
00JT800,1,,,
40AH0135SA,1.95,42.2,20,8.6
5D10T95195,0.52,27.3,34.7,7.2
02DA170,0.4,,,
5CB0R28213,0.57,6.8,43.4,32.7
5D10T79505,0.28,21.2,29.6,3.7
5H50J36055,0.31,30.2,39.3,8.2
5D10M14182,0.74,30.1,39.4,8.2
01AV419,0.2,,,
01FR150,1,,,
5D10K93435,0.61,30.1,39.4,8.2
01EN019,0.52,30.2,39.3,8.3
02DC316,0.1,,,
02DL762,0.55,30.3,39.4,8.2
5CB0T45070,,4.5,34.1,4.1
01AV407,0.3,,,
00JT988,0.04,8.3,13.1,3.1
01AV424,1,,,
02DA167,1.5,,,
01HY592,0.3,,,
40A80045EU,0.73,18.2,21.4,6.4
61FBMAT6UK,7.22,39,57.7,18.7
5D10N45602,0.7,4,32.5,42.6
5D10Q90268,0.61,30.1,39.4,8.2
01LW084,0.4,,,
02DA381,0.4,,,
5A10J75112,0.55,13.8,20.5,6.3
01AV433,0.4,,,
02DD009,0.65,29.5,44.9,6.1
5D10T45069,0.54,27.3,34.9,7.2
5D10Q89746,0.52,44,33,5
61F5GAT1UK,8.1,62,42.3,14.9
5D10K81086,0.62,30.3,39.3,8.7
01AV406,0.4,,,
01AV490,1,,,
5D10Q93993,0.71,58,33,8
00UR887,1,,,
61F6MAT2UK,7.5,17.5,59.9,38.7
61F7MAT2UK,8.17,18.7,42.2,62.2
00HW023,0.4,,,
40AV0135EU,1.18,17.5,20.4,7.5
4X90V55523,0.12,9.2,18.1,2.8
4XB0W79582,0.12,14.4,17.7,5.3
4X30H56873,0.99,48,17.7,4.3
4X30M86918,1.08,48.5,20.5,4.2
4X30M39497,1.06,54.3,16.7,4.4
4X30M86890,1.08,48.5,20.5,4.2
4Y40T11851,1.28,20.2,47.2,5.5
4X30M86899,1.08,48.5,20.5,4.2
4X30M86889,1.08,48.5,20.5,4.2
4X30M86904,1.08,48.5,20.5,4.2
4X30M86917,1.08,48.5,20.5,4.2
4X30T25800,0.89,14.8,50,3.6
0B47217,0.49,34.1,20.1,3.3
4X70S69154,0.03,5.7,15.7,1.5
4X70W22200,0.03,1.5,5.7,15.7
GXH0W29068,0.51,7,30,7
4XC0M95181,0.1,17.7,14.4,5.3
4X40U97972,0.58,25.4,37.1,2
4X40X54259,0.64,8.5,41,32
4X40V09689,0.66,3.7,22.1,32.2
4X40W19826,0.66,9,39,32
40A70045SA,0.78,18.2,21.4,6.4
40AH0135EU,1.95,42.2,20,8.6
40AH0135UK,1.95,42.2,20,8.6
40AH0135US,1.95,42.2,20,8.6
40AN0135DK,1.4,16.4,27,7.5
40AN0135IT,1.4,16.4,27,7.5
40AN0135JP,1.4,16.4,27,7.5
40A60045EU,0.87,17,16,13.5
40AN0135IS,1.4,16.4,27,7.5
40AH0135DK,1.95,42.2,20,8.6
40AJ0135SA,2,42.2,20,8.6
40AN0135EU,1.4,16.4,27,7.5
40AH0135WW,1.95,42.2,20,8.6
40AJ0135WW,2,42.2,20,8.6
40AN0135IN,1.4,16.4,27,7.5
40ANY230EU,1.9,19.5,27,8.5
40AN0135BR,1.4,16.4,27,7.5
40AN0135CH,1.4,16.4,27,7.5
40AN0135AU,1.4,16.4,27,7.5
40AJ0135IT,2,42.2,20,8.6
40AH0135IT,1.95,42.2,20,8.6
40AS0090US,0.96,15.8,21,7.5
FRU01HY744,2,42.2,20,8.6
40A70045DE,0.78,18.2,21.4,6.4
40AJ0135DK,2,42.2,20,8.6
40AJ0135EU,2,42.2,20,8.6
40AN0135UK,1.4,16.4,27,7.5
40AS0090EU,0.96,15.8,21,7.5
4X90S92381,0.18,,,
40AS0090DK,0.96,15.8,21,7.5
40AN0135SA,1.4,16.4,27,7.5
40AN0135US,1.4,16.4,27,7.5
40ANY230UK,1.9,19.5,27,8.5
