sku,weight (kg),depth (cm),width (cm),height (cm)
CABSCREWM6B,0.51,22,12,1.6
CABSCREWM62B,1,,,
CMLB102,1.73,50,11.5,5.5
CMHOOKMW,0.25,12.7,12.7,8.2
CABSHF2POST,5.35,57,48,11.6
CABSHELF22,4.8,58.5,56.6,11
CMPNL1UC,1.15,56.8,13.2,6.3
CABSCREWM5B,0.45,22.2,12.5,1.4
RDA2U,0.29,21,12,2.5
CMVER40UD,2.1,94.5,15.2,10.8
CABSHF2POSTV2,3.8,50.8,48.3,8.8
SV431RACK,0.64,28.7,8.3,5.6
4POSTCASTER,1.79,9.5,8.4,3.9
CABSCREWM6,0.51,,,
CABSHELFHD,6.3,50.8,50.2,11.8
RKLCDBKT,3.16,48.9,32.3,10.6
CABSCREWSM6,0.29,12.4,7.5,1.7
UNIRAILS2U,4,10.5,49.3,10.9
RKPNLTL1UV,0.25,53.5,5.7,3.7
CABSCRWM620,0.21,,,
CABSCRWM520,0.19,22,12.5,1.1
CABSHELF,3.8,56.7,43,11.2
CABSCREWS,0.3,24.6,12.5,1.3
ADJSHELFHD,6.8,77,53.4,9
SH39LK,4.61,50.6,27.4,15
SLIDESHELFD,6.55,63,48.3,7.4
RK119WALLV,0.97,51.8,16.7,7.1
CABSHELF1U,1.49,50,19.5,7
UNISLDSHF19M,10.1,74,55.1,11.3
CMDUCT1UX,0.86,57.3,8.7,6.3
CABSHELF1U10,2.46,50.3,28.6,5.8
CABSHELF116,3.9,44,56,7
CMHOOK1UL,0.11,22.5,12.5,4.6
CABSHELF22V,4.6,58,50.5,11.5
UNISLDSHF192,10.1,75,54.8,12
CMVER20UF,2.84,94.5,16,12.8
WALLMOUNTH1,0.84,51.5,20,6
RKLCDBK,2,47.2,5.4,22
UNISLDSHF19,8.38,68,52.7,13.8
BLANKB1,0.32,49.3,5.5,2.4
CABSCREWM52,0.89,,,
UNIRAILS1U,2.9,49,10.7,7.5
CABSCREWSM62,0.59,21.6,12,1
CABLMANAGER2,0.44,50,5.2,3.7
CABLMANAGERH,0.7,53.5,12,5.7
UNIRAILS1UB,4,67,23,11
CMHOOK1U,0.08,22.5,12.5,4.6
CABSHELFV,3.4,40.6,48.2,8.8
ADJSHELFHDV,7,77,52.8,8.4
RDA1U,0.15,22,12.5,2
CMLB104,1.97,51.4,12.4,8.2
CABSHELF116V,3.7,43,43,5.7
CLPSCRW1032,0.39,22,11.8,1.4
RKPNLLT,0.7,49,11,10
RKCONS1708K,19,76.5,61.5,18.5
RKCONS1908K,13.4,76.5,61.5,19
RKCONS1901,12.2,53.3,48.3,43
RKCONS1716K,21,76.5,61.5,18.5
RKCOND17HD,18.9,81.3,56.7,10.9
RKCONS1916K,13.5,64.3,48.3,4.3
RACKCOND1701,22.9,81.2,54.3,20.3
RKCONS1701,17.1,76.5,61.5,19
4POSTRACK36,47.2,178.9,64.2,16.9
RK812WALLOA,11.1,30.5,50.4,45.5
4POSTRACK25,41.7,128.4,63.8,17.2
RK819SIDEM,21.2,59.5,57.7,51.8
RK1219WALLOH,20.7,66,63.5,71.8
RK319WALLV,1.4,51.8,16.5,16
WALLSHELF4U,7.69,50.6,38.6,4.3
RK920WALM,22,63.5,67.5,59
RK12OD,3.08,61,16.4,9.9
RK1219SIDEM,24.7,59.2,56.2,69
RK419WALVSGB,23.1,77.4,71,28.8
4POSTRACK42,41,200,27,17
4POSTRACK12U,26.3,65,36.1,16
WALLSHELF8U,12,54,50.7,4.3
RK1833BKM,64,94,64.5,111.2
RK12WALLO,11,67,53,13
RK15WALLOA,17.8,80,53,13
RK12WALLOA,17,67,53,13
RK619WALLO,10.7,52.5,62,47.5
RK812WALLO,8.2,65,55.4,10.4
WALLSHELF,9.12,55.3,46.4,38
RK960CP,27.9,83.8,73,14.7
RK2433BKM,73.5,94,64.5,139
RK830WALVS,39,46,72,102
RK630WALVS,35,37,72,100
RK1836BKF,53.1,95,60,100
RK819WALLOH,17.7,66,63.5,54.8
RK2536BKF,81.6,131,107.5,29.4
RK8OD,2.6,55,11.2,8.1
WALLMOUNT8,7.6,52.2,38.2,39.2
RK1233BKM,56.2,90.9,63.5,85
RK1820WALHM,68.7,60,64,100
4POSTRACK18U,29.8,142,25,13
RK419WALVO,11.9,57.6,54,23.3
RK219WALVO,9.7,57.4,53.2,15.4
2POSTRACK16,9.27,90.7,34.8,7.3
RK1520WALHM,84,67.5,63.5,85.5
RK15WALLO,11.6,80,53,12.5
RK1232WALHM,59,64,89,78.5
PORACK12U,26.6,62.5,55,22
RK919WALLO,13,52.5,62,61
RK619WALLGB,13.3,68.5,46.5,46.8
RK1236BKF,52.6,97.4,73.4,32.2
2POSTRACK42,29.9,205.2,21.7,17.1
RK619WALLV,2.2,53.1,29.7,16.4
RK9WALM,20.8,53,67,58
4POSTRACK8U,24.8,84,29.5,14.5
RK619WALLOH,16.4,66,63.6,48
RK419WALLV,1.69,51.9,21.1,16.2
RK219WALLV,1.2,53.3,16.8,11.6
RK2236BKF,75.3,117.5,106.8,29.2
WALLMNT12,11,53,38.3,56.7
RK616WALM,19.6,67.5,52.5,45
RK12WALHM,,55,61,64
4POSTRACK15U,27.6,93.5,27.5,15
RK4OD,2.5,16,54.9,12.5
PEXSAT34RH,0.05,7,12,2
PEXMSATA3422,0.06,12.5,2,12
SATA18,0.2,,12.8,22
SLSATAF12,0.04,22.5,12.5,2.2
SATA6LA1,0.01,22.5,12.5,1.5
SATA8RA1,0.01,22.5,12.5,1.5
ESATAPLATE1,0.04,22.5,12.5,2
SATA24RA1,0.02,22.5,12.5,1.4
LSATA12RA1,0.01,22.5,12.5,0.7
IDE66,0.05,12.3,1.02,2
SATA36,0.25,0.07,12.8,22
SATA6,0.01,1.27,8.89,11.43
SATA18POW,0.03,22.5,12.5,1
LSATA6,0.01,22.5,12.5,0.9
LSATA18,0.02,13.5,12,1
ESATA3,0.07,22.5,12.5,1.6
ESATA6,0.14,25.5,12.5,1
SLSATAF20,0.02,5,1,18.4
SATA12RA1,0.01,22.5,12.5,0.7
SATA6RA1,0.01,22.5,12.5,1.4
LSATA24,0.02,12.5,1,22
SATA18LA1,0.25,0.07,12.8,22
LSATA8,0.01,22.5,12.5,1.5
SATA12LA1,0.22,0.07,12.8,22
SATAEXT30CM,0.02,16.8,12.4,1
SLSATAF36,0.04,22.5,12.5,2.8
SATA12,0.01,12.5,9,1.7
SATRD30CM,0.03,22,12.8,
SATA22PEXT,0.04,22.5,12.5,1
SATRD60CM,0.08,12.8,22.9,
SAS808782P50,0.1,14,6,6
ISAS88881,0.16,33,25,1.4
SAS7070S200,0.27,33,25.5,2.2
ISAS88701,0.19,33,25.5,1.4
ISAS88882,0.24,32.5,25,1.5
SAS8087S450,0.05,22.5,12.5,2
SAS8087S4R50,0.05,22.5,12.5,0.4
SAS7070S100,0.2,13.8,1.5,28
SAS87431M,0.06,22.5,12.5,2.3
ISAS88702,0.27,33,25.5,2.4
SAS43SAT1M,0.05,22.5,12.5,1.6
MXT1001MBK,0.09,22.5,12.5,
SCNM9FM2MBK,0.12,22.5,12.5,
SCNM9FF1MBK,0.09,22.5,12.5,0.01
MXT1003MBK,0.15,22.5,12.5,1.8
ICUSB232V2,0.06,22,20,2.1
SCNM9FF2MBK,0.12,22.5,12.5,
SCNM925FM,0.18,0,12.8,22
SCNM9FM1MBK,0.09,22.5,12.5,1.5
MXT1002MBK,0.12,22.5,12.5,1.5
ISAS88883,0.31,33,25.5,2.5
MXT10050CMBK,0.07,22.5,12.5,1.5
NETRS2322P,0.32,,,
NETRS2321P,0.09,,,
USBPNLAFAM1,0.03,22.5,12.5,1.2
UUSBHAUB50CM,0.03,22.5,12.5,1
UUSBHAUB3M,0.08,22.5,12.5,1
USB3SAB3BK,0.06,22.5,12.5,2.1
USBAB1MR,0.04,22.5,12.5,1.7
USBEXTPAA3MW,0.06,22.5,12.5,1.4
USB2AAEXT25M,1.26,21.4,22.7,5.9
USB31CAADP,0.02,12.5,22.5,1.2
USB3SAB10M,0.65,22.5,21.3,6
USB2AUB2RA2M,0.05,,,
USB31CC1M,0.05,22.5,12.5,1.2
USBAUB50CMRA,0.02,22.5,12.5,0.5
USB2CC1MR,0.04,22.5,12.5,1
USB2CMB2M,0.06,22.5,12.5,1
USB31AC50CM,0.03,22.3,9,1
USB2C5C4MW,0.21,22,20,1
RUSB2CC1MB,0.03,,,
RUSB2CC2MB,0.05,,,
USBPNLAFAM3,0.05,22.5,12.5,1.4
USBAB3MR,0.09,,,
USB3SEXT1MBK,0.06,22.6,19,2
USBEXTAA5DSK,0.12,22.5,12.5,3.2
USBUPS06,0.08,0.01,12.8,22
USB2HAB1M,0.05,22.2,12.5,1
USB2HAB50CM,0.04,22,12.5,1
USB2HABM1M,0.05,22.2,12.5,1
USB2HABM50CM,0.03,22,12.5,1
USB2AAEXT35M,1.73,18.5,15,15
USBPAUB50CMW,0.02,22.5,12.5,1.1
UUSBOTGRA,0.01,12.5,9,1
USBAUB1MBK,0.03,25.5,12.2,1.5
USB3EXT6INBK,0.03,16.4,2,1.3
USB2AC1M,0.03,22.5,12.5,0.8
USB3AU50CMLS,0.05,22.5,12.5,2
USB2CC50CM,0.02,22.5,12.5,0.8
USB2CUB2M,0.06,22.5,12.5,1
USB2AC50CM,0.03,12.5,22.5,1
USB2CUB50CM,0.02,22.5,12.5,0.8
USB2CB50CM,0.03,22.5,12.5,1
RUSB2AC2MW,0.05,22,12.5,5
USBFAA_6,0.08,11.2,1,22.5
USB2HAUBY3,0.05,22.5,12.5,1.4
USB3SEXT1M,0.06,22,20,1.7
UUSBHAUB2M,0.06,22.5,12.5,1
USB2AAEXT15M,0.87,21.4,22.5,6
USB3AAEXT10M,0.76,21.4,22.5,6
USBEXTPAA1MW,0.03,22.5,12.5,1
USBAMB1MU,0.03,22.5,12.5,1
USB2AAEXT5M,0.47,21.5,22.6,5.8
USB3AUB50CMS,0.05,22.5,12.3,1
USB3SEXT5DKB,0.14,22.5,12.5,4.3
USBPNLAFAM2,0.04,22.5,12.5,1.4
USB3AUB15CMS,0.03,22.2,12.4,1
USBAUB3MBK,0.06,22,12.4,1.5
LTUB1MWH,0.06,17.3,8.2,3.1
USB2CUB1M,0.03,22.5,12.5,0.8
USB31CUB1M,0.04,22.5,12.5,1.1
USB3AU1MRS,0.07,22.4,12.3,1.9
USB2AUB2RA1M,0.04,,,
USB2CC2M,0.05,22.5,12.5,1.1
USB315CC1M,0.05,22,12.5,0.7
USB2C5C1M,0.03,22.5,12.5,1
RUSB2CC1MW,0.03,7.5,14.5,1.7
USB2HABMY6,0.07,16.2,10.7,1.6
USBEXTAA6BK,0.07,22.5,12.5,2.2
UUSBHAUB6IN,0.02,12.5,9,1
USBPNLBFBM1,0.03,22.5,12.5,
USBMUSBFM1,0.02,2.5,12.5,1.2
UUSBMUSBMF6,0.01,,9,0.4
USB2HABM6IN,0.01,12.5,9,0.8
USBEXTPAA2MW,0.04,22.5,12.5,1.1
UUSBHAUB1M,0.03,22.5,12.5,1
USBAMB2MD,0.05,22.5,12.5,1.1
USBAUB2MD,0.05,22.5,12.5,1
USB2AAEXT10M,0.68,21.5,22.5,5.8
USB3AUB2MS,0.1,22.5,12.5,2
USBAUB2MBK,0.05,22.5,12,1
USBAUB1MRA,0.03,22.5,12.5,1.1
USBAUB2MLA,0.05,22.5,12.5,1
USB315CB2M,0.09,22.5,12.5,1
USB2CB3M,0.11,22.5,12.5,1
USB2CC3M,0.1,22,12,0.5
USB31CC50CM,0.03,22.5,12.5,0.7
USB2C5C2M,0.12,22.5,12.5,1
RUSB2AC1MB,0.03,,,
RUSB2AC1MW,0.03,,,
USB2AA2M,0.08,22.2,12.5,1
USBPAUB2MW,0.03,22,12,1
USB3CAUB1M,0.06,22,20,1
UUSBOTGW,0.01,12.5,9,0.9
USBAUB15CMBK,0.02,22.4,12,1
USB3AUB3MS,0.14,22.4,12.5,1
USB31AC1M,0.05,22.5,12.5,1.3
USB3AU2MRS,0.11,22.5,12.5,2
USB3AU50CMRS,0.05,22.5,12.5,2
USB3SAA3MBK,0.12,22,20,1.8
USB315CC2M,0.1,22,20,1
USB2C5C4M,0.23,22,20,2.8
LTCUB1MGR,0.09,19.8,15,2
USB2C5C2MW,0.11,22,12.5,1
LTCUB2MGR,0.12,20,15,2
USB3SAB1MRA,0.05,,,
USB2AAEXT20M,0.99,17.2,14.8,12.2
USB3AAEXT3M,0.3,23.5,14.8,5.2
USB2HAB65AC,0.97,22.6,21.4,5.9
USBPNLBFBM3,0.1,22.5,12.5,2.1
USBAB2MR,0.06,,,
USBAB1ML,0.04,22.5,12.5,1.1
USB3SEXT2MBK,0.09,22,20,1.8
USB3LINK,0.13,16.3,13.1,3.2
USBAUBL1M,0.02,,,
UUUSBOTG8IN,0.01,22.5,12.5,1
USB2CB2M,0.06,22.5,12.5,1
USB2AC1MR,0.03,22.5,12.5,1
RUSB2AC2MB,0.05,,,
USBEXTAA3BK,0.04,22.5,12.5,1.3
UUSBOTG,0.01,12.5,9,1
USBPNLAFHD1,0.02,22.5,12.5,1.2
USB2HABM3RA,0.03,22.5,12.5,0.8
USB2HABM2M,0.08,22.2,12.5,1
USB2HAB50AC,0.74,22.5,21.5,6
USBPAUB1MW,0.02,22.5,12.5,0.6
USBAUB1MU,0.03,22.5,12.5,1.4
LTUB1MBK,0.05,15.7,8,3.1
USB3AU1MLS,0.07,22.5,12.5,2
USBAUB2MRA,0.05,22.5,12.5,1.1
UMUSBOTG8IN,0.01,22.3,12.3,1
USB31C5C1M,0.06,22.5,12.5,1.7
USB2AC4M,0.16,22,20,1.9
USBAUB50CMLA,0.02,22.5,12.5,1
USB315AC1M,0.05,22.5,12.5,1
USB2C5C3M,0.17,21,12.5,3.5
USB2C5C50CM,0.03,22.5,12.5,1
USB315C5C6,0.09,22.5,20,1
RUSB2CC2MW,0.04,7.5,16,3
USB3AUB50CMB,0.04,22,20,0.7
USBINT5PIN,0.02,25.5,12.5,0.6
USB2AA1M,0.02,22.2,12.5,1
USB2HAB30AC,0.5,14,14,6.8
USB3AAEXT5M,0.46,22.8,14.7,5.2
USB3CAB2M,0.1,22,20,1.6
USB3CAB1M,0.06,22,20,1.6
USBAB2ML,0.06,,,
USB3SAB1M,0.06,22.5,12.5,1
USBAUB50CMBK,0.02,22.2,12.5,1.5
USB3AU2MLS,0.11,22.5,12.5,2
USB3SAB5M,0.36,21.5,22.4,3.2
USBAUB1MLA,0.03,22.5,12.5,1.2
USB2CB1M,0.03,22.5,12.5,1.1
USBUBEXT50CM,0.02,17,14.2,3
USB2CC1M,0.03,22.5,12.5,0.6
USB2AC2M,0.05,22.5,12.5,1
USB31CB1M,0.05,22.5,12.5,1.5
USBC3LINK,0.13,14.2,17,3
USB32DVIEH,0.08,8.5,4.9,1.7
USB32DVIPRO,0.09,7.8,4.35,1.6
CDP2HD,0.02,14.7,2.3,0.9
CDP2VGAUCP,0.02,15,3.3,1.5
MSTCDP122HD,0.04,6.2,5.8,1.3
CDP2DVIDP,0.07,8.6,4.5,1.3
USB32HDVGA,0.05,27,4.3,1.4
USB2DVIPRO2,0.07,27,5.5,2
CDPVGDVHDB,0.07,11,6,1.8
CDP2DVIUCPW,0.03,6,4,1.3
CDP2HDVGA,0.04,20.5,6.2,1.5
CDP2DP14UCPB,0.02,4.3,4,1.14
USB32VGAV,0.01,19.5,2.5,1.2
CDP2HDW,0.02,14.7,2.3,0.9
MSTCDP123HD,0.12,10.5,6.5,1.5
CDPVDHDMDPSG,0.09,10.4,5.4,1.5
CDPVDHMDPDP,0.13,10.9,5.7,1.8
USB32VGAPRO,0.06,25.5,5.5,2
CDP2DP,0.02,18,3.7,1.4
MSTCDP123DP,0.09,7.8,6,1.8
CDP2DPUCP,0.02,18.7,4.3,1.2
TB32HD24K60,0.1,11.4,6,1.6
CDPVDHDMDP2G,0.19,17.5,14.2,3
CDP2VGAFC,0.02,3.2,4.8,1.4
CDP2HDFC,0.02,3.2,4.8,1.4
CDP2DPFC,0.02,3.2,4.8,1.4
CDP2MDPVGA,0.05,6.2,4.4,1.5
USB2VGAPRO2,0.06,7.8,4.35,1.6
USB2DVIE3,0.11,8.8,5.25,1.8
USB32HDEH,0.07,8.5,4.9,1.7
USB32HDES,0.03,19,2.5,1.2
USB32VGAES,0.03,19,2.5,1.2
CDP2VGAW,0.03,22.5,12.5,1.7
CDP2DVIW,0.03,18.7,4.3,1.5
CDP2HD4K60,0.02,15,2.5,1.1
CDP2HD4K60W,0.02,15,2.5,1.1
CDP2HDUCPW,0.02,5,3.3,1.3
USB32DPES2,0.06,7.5,5.5,1.6
CDP2HDMDP,0.05,20.5,6.2,1.5
USB2VGAE3,0.09,8.8,5.25,1.8
USB32HDDVII,0.04,7.3,5,1.9
CDP2VGA,0.02,18,3.7,1.4
CDPVGDVHDMDP,0.11,10.5,5.5,1.5
MSTCDP122DP,0.04,38.6,5.8,1.4
CDP2HD4K60SA,0.03,19,4.3,1.6
USB32HD2,0.06,31.5,6.6,1.5
CDPVDHDMDPRG,0.18,16.9,14.2,1.5
CDP2DPVGA,0.05,6.2,4.4,1.5
USB32DP4K,0.06,9,4.5,1.5
CDP2HDUCP,0.02,5,3.3,1.3
CDP2DPW,0.03,18,3.7,1.4
CDP2DVIUCP,0.03,5.8,4,1.3
CDP2MDP,0.03,6,2.7,1.6
CDP2HD4K60H,0.03,2.5,15,1.1
CDP2MDPFC,0.02,4.7,3.1,1.3
USB2VGAE2,0.08,7.5,4.2,5
USB32HDPRO,0.06,9,5.5,2
USB32HD4K,0.07,20,4.5,1.5
CDP2DVI,0.03,18.7,4.3,1.5
USB32DP24K60,0.16,17.5,14.2,3
CDP2DP14B,0.03,2.4,6,1.5
PEXHDCAP2,0.37,14.8,20.5,4.2
PEXHDCAP60L2,0.3,14.4,20.7,3.8
USB3HDCAP,0.4,21.5,15,5.3
DVI2VGAE,0.07,8.8,20,1.8
HDMI2VGA,0.54,11.8,21,6
HD2VGAE2,0.05,22,20,1.5
DP2DVID2,0.23,14.3,17.4,3.5
VGA2HDPRO2,0.9,28.3,18.5,7.4
HD2DP,0.14,22.1,18.5,3.3
MDP2DVI,0.04,22,20,1.8
MDP2VGA,0.04,22,20,0.6
VID2VGATV2,0.46,11.8,20.9,6.1
MDP2VGAW,0.04,22,20,1.5
VID2HDCON,0.31,12.4,15.5,5.6
VGA2HD2,0.54,21,11.5,6.1
DP2VGA3,0.04,22,20,1.8
MDP2HDVGA,0.04,22,20,1.5
DP2VGAA,0.06,22,20,1.6
TB32HD2,0.22,21,14.5,4
HD2VGAA2,0.07,18,8,2
MDP2HD4KS,0.02,22.5,12.5,1.4
DP2HDVGA,0.05,22,20,1.4
VSEDIDHD,0.15,8,5.2,2.2
DVI2DP2,0.06,25.4,3.4,1.7
DP2VGA,0.1,21.6,1.2,19.2
VSEDIDDVI,0.24,15.7,10.2,4.6
HDMI2DP,0.39,15.6,22.7,5.4
DVI2HDMIA,0.36,12.3,17.2,6
DP2VGDVHD,0.07,22,20,1.7
MDP2HDVGAW,0.04,22,20,1.3
MDPVGDVHD4K,0.12,10.3,5.5,1.5
HD2DPVGADVI,0.14,17,14.4,3
TB32DP2T,0.22,21.2,14.5,4
VID2HDCON2,0.58,25.5,20,6
SVID2USB232,0.2,14.4,20.7,3.8
MCHD2VGAE2,0.03,25.5,4.5,1.5
MDP2VGA2,0.04,22,20,1.8
VGA2VID2,0.05,6,5.4,2
HD2VGAMICRO,0.01,14,17.5,3
DP2HD4KADAP,0.04,14.5,9.8,2.6
HD2VID2,0.55,21.05,15,5.2
DP2VGA2,0.05,22,20,2.1
DP2HDMM1MB,0.06,20,22,1.5
HD2VGAMICRA,0.04,17.8,8.1,2
VS421HD4K,0.53,21.6,14.7,5.2
VS221HDQ,0.85,29.4,19.7,7.2
VS421HD4KA,0.84,15.5,23.5,6.4
VS221HD4KA,0.84,15.6,23.5,6.3
ST122VGA,0.47,14.5,17,6.6
VS410HDMIE,0.24,24,10.4,4.4
ST124HDVW,1,23,16.5,4.5
VS221HD2VGA,0.6,23.7,15.5,6.6
VS221HD4K,0.16,,,
VS421HD20,0.43,15.1,2.2,5.3
VS222HDQ,0.55,29.2,19.5,7.2
VS424HDPIP,,43.6,25,4.9
VS221VGA2HD,0.66,15.7,23.6,6.4
VS721MULTI,2.7,45.9,26,9
VS222HD4K,0.84,15.6,23.5,6.5
HDVGADP2HD,1.2,21.1,29.6,6.5
VS221HD20,0.38,15.3,21.7,5.5
VS421HDDP,0.4,12.5,16,6.5
CRJ45C6SOL50,0.07,22.5,12.5,3
CRJ4550PK,0.09,22.5,12.5,2.5
PRESREMOTEG,0.2,19,9.6,4.5
PRESREMOTE,0.18,19.5,9.8,4.4
R300WN22MO5G,0.82,15.8,9.6,4.9
R300WN22ODG,1.25,35.5,21.2,8.6
DISK TRAY (TYPE R6),0.14,17.1,10.4,2.65
DX1215,,13.4,11.8,10.6
RX418,,12.8,18.9,1.7
RX1217/144TB-EXOS,12.7,66.4,43.05,8.8
RX418/48TB-EXOS,4.28,32.5,48,4.4
RX418/40TB-TE,4.28,32.5,48,4.4
RX1217RP/120TB-TE,13.4,69.2,43.05,8.8
DX517,,9.2,9.8,6.2
RX1217RP/72TB-ENT,13.4,69.2,43.05,8.8
RX1217RP/168TB-TOSH,,69.2,43.05,8.8
DX517/30TB-REDPRO,,23.3,24.8,15.7
DX517/60TB-IW,,23.3,24.8,15.7
RX1217RP/72TB-EXOS,13.4,69.2,43.05,8.8
RX418/48TB-IW,,32.5,48,4.4
RX1217RP/96TB-TE,,69.2,43.05,8.8
RX1217RP/168TB-EXOS,,69.2,43.05,8.8
DX517/30TB-RED,,23.3,24.8,15.7
RX1217/96TB-EXOS,12.7,66.4,43.05,8.8
RX1217RP/96TB-EXOS,13.4,69.2,43.05,8.8
RX418/32TB-EXOS,4.28,32.5,48,4.4
RX418/40TB-IW,,32.5,48,4.4
RX418/32TB-TE,,32.5,48,4.4
RX1217RP/48TB-TE,,69.2,43.05,8.8
RX418/16TB-TE,,32.5,48,4.4
RX1217/96TB-TE,12.7,66.4,43.05,8.8
DX1215/72TB-RED PRO,,34,30,27
DX517/40TB-IW,,23.3,24.8,15.7
RX418/56TB-IW,,32.5,48,4.4
RX1217/168TB-TE,12.7,66.4,43.05,8.8
RX1217/72TB-EXOS,12.7,66.4,43.05,8.8
RX418/24TB-EXOS,4.28,32.5,48,4.4
RX418/56TB-TOSHIBA,,32.5,48,4.4
RX1217/120TB-TE,12.7,66.4,43.05,8.8
RX1217/168TB-EXOS,12.7,66.4,43.05,8.8
RX1217,,26.1,16.9,3.5
RX1217RP,,27.2,16.9,3.5
DX517/20TB-RED,,23.3,24.8,15.7
DX517/10TB-RED,,23.3,24.8,15.7
RX1217RP/120TB-ENT,13.4,69.2,43.05,8.8
RX1217RP/144TB-EXOS,13.4,69.2,43.05,8.8
RX1217/48TB-TE,12.7,66.4,43.05,8.8
RX1217/72TB-RED PRO,,66.4,43.05,8.8
RX418/24TB-REDPRO,4.28,32.5,48,4.4
RX418/16TB-RED,4.28,32.5,48,4.4
DX517/30TB-IW,,23.3,24.8,15.7
DISK TRAY (TYPE D5),0.06,17.1,11.3,2.8
DISK TRAY (TYPE D3),0.05,17.2,11.2,2.8
DS720+,1.51,22.3,10.6,16.6
DS120J/4TB-RED,0.7,22.4,7.1,16.6
DS120J/1TB-RED,0.7,22.4,7.1,16.6
DS120J/8TB-RED,0.7,22.4,7.1,16.6
DS218PLAY/16TB-RED,0.87,22.55,10,16.5
RS2418RP+/48TB-IWP,,72.4,48.2,8.8
RS2418RP+/72TB-EXOS,,72.4,48.2,8.8
RS2418RP+/120TB-EXOS,,72.4,48.2,8.8
DS120J/8TB-IW,0.7,22.4,7.1,16.6
DS220J/12TB-RED PRO,0.88,22.55,10,16.5
DS220J/8TB-RED,0.88,22.55,10,16.5
DS118/6TB-RED,0.7,22.4,7.1,16.6
DS218PLAY/6TB-RED,0.87,22.55,10,16.5
DS220J/4TB-RED,0.88,22.55,10,16.5
DS120J/2TB-RED,0.7,22.4,7.1,16.6
DS220J/12TB-IW,0.88,22.55,10,16.5
DS220J/12TB-RED,0.88,22.55,10,16.5
DS220J/16TB-IW,0.88,22.55,10,16.5
DS220J/20TB-N300,0.88,22.55,10,16.5
DS120J/10TB-IW,,22.4,7.1,16.6
DS220J/24TB-IW,0.88,22.55,10,16.5
DS220J/16TB-N300,0.88,22.55,10,16.5
RS2418RP+/48TB-EXOS,,72.4,48.2,8.8
ADAPTER 65W_2,0.28,4.9,11.3,3.5
PSU 400W-RP MODULE_1,1.21,20,11.6,4
PSU 100W_4,0.26,7.7,12.6,3.4
PSU 500W-RP MODULE_2,0.77,,,
NVR1218,0.9,22.55,10,16.5
ASP86RGL,0.41,23,20,4
ASP66GLX-S,0.2,17,12,3
ACH228EU,0.06,4.5,8.5,1
ACA930EUZ,0.08,14.19,13,3
ACA41EUZ,0.11,12,4,9.5
ACH924EU,0.13,8.5,4.2,23.5
ACH924EUZ,0.15,19.5,3,12
ACA947EU,0.1,5.3,6.6,1.5
ACH114EU,0.1,14.8,5.3,19.5
ACA948EU,0.05,4.5,7.5,1.1
ACH226EU,0.1,9.4,4.5,1.1
AMU75EU,0.04,8,4.5,2.5
AKP10EU,0.2,21,7,15.3
CUCT02UA14EU,1.36,41.09,14.5,35.5
TBT914EU,0.67,9,40,30
TCG470GL,1.35,48.29,15.19,44
CN01,1.03,43,9,35
CNP1,1.29,41.5,10.19,36.5
CN415EU,0.76,41.7,7.5,31
TSS929GL,0.25,34.59,3,27.29
TBS64702GL,0.21,3.5,42.5,30
TAR300,0.61,42,9,36
TBR003EU,2.53,44,20,40
TSB938GL,0.98,33,17,45.5
TCG460GL,1.24,43,15,41.5
TBS64602GL,0.09,6.35,96.5,76
TBT913EU,0.67,9,39,30
TSS95104EU,0.3,41,3.5,30
TBT915EU,0.91,10,43,32
TSS865GL,0.56,36,6,26.1
TBS92602GL,0.6,4,38,32.5
CUCT02UA15EU,1.5,44,12,36
CN414EU,0.58,38.7,7.5,32.5
TSS99101GL,0.51,45,5,37
TSS931GL,0.27,37.4,3.2,30
TBS926GL,0.6,4,38,32.5
TSS94604EU,0.23,35,4,29
TBT917EU,1.08,8.69,40,39.5
TCG661GL,1.01,32.29,12.3,46
TBS92502GL,0.6,4.5,42,35
TBT238EU,0.49,44,5,36.5
TCG717GL,3.29,46.9,21,44
TSS866GL,0.61,39.7,8.69,28.79
CN418EU,0.81,51,41,7.5
TSS97901GL,0.46,37,5,26.5
TSS98401GL,0.44,42.5,6,32.5
TSB96001GL,0.54,36,7.5,48.5
TCG455GL,1.06,42.2,13.69,39
TSS930GL,0.23,35,2.3,26
TBS64902GL,0.15,19.7,28,1.3
TBT92602GL,0.76,39.5,42.47,8
AWE55GL,0.99,5.4,38,30.5
DOCK171EUZ,1.8,23.5,11,16
DOCK412EUZ,0.21,16.39,13.69,3
DOCK190EUZ,1.6,22.5,8.19,18
ASF190EU,0.43,51,1,35
ASF141WEU,0.19,37,0.2,26.5
ASM133MBP6GL,0.26,31,0.01,44.4
ASF14W9EU,0.18,37.2,0.2,26.5
ASF133W9EU,0.15,33.5,0.2,22.79
ASM154MBGL,0.28,44.4,0.5,30.7
AST025EUZ,0.04,,,
ASF133WEU,0.03,28.5,18,
ASF238W9EU,0.56,57.59,1,37
ASF170EU,0.25,30.7,0.2,44.4
ASM154MBP6GL,0.28,30.89,0.02,44.4
ASM133MBGL,0.25,44.2,0.5,30.7
AMP13EU,0.12,6,15.39,21.79
TEF1126P-24-250W,,21.5,29.4,4.4
SG108,,9,14.2,2.4
TEG1005D,,6.4,10,2.5
TEF1218P-16-250W,5,28.4,44,4.4
