sku,product_type,weight,additional_attributes
N6PATC2MBL,simple,0.1,"ts_dimensions_height=1.4,ts_dimensions_length=22,ts_dimensions_width=20"
45PAT15MGR,simple,0.54,"ts_dimensions_height=3,ts_dimensions_length=33,ts_dimensions_width=25.5"
N6PATC5MBK,simple,0.2,"ts_dimensions_height=2.8,ts_dimensions_length=22,ts_dimensions_width=20"
N6PATC15MBK,simple,0.6,"ts_dimensions_height=5.2,ts_dimensions_length=33,ts_dimensions_width=25.5"
WIR6CMRBL,simple,13.2,"ts_dimensions_height=23.5,ts_dimensions_length=45.6,ts_dimensions_width=44.8"
WIR5ECMRWH,simple,9.9,"ts_dimensions_height=22.7,ts_dimensions_length=35.3,ts_dimensions_width=35.2"
N6PATC3MWH,simple,0.14,"ts_dimensions_height=1.9,ts_dimensions_length=22,ts_dimensions_width=20"
N6PATC1MGR,simple,0.06,"ts_dimensions_height=1.6,ts_dimensions_length=22,ts_dimensions_width=20"
N6PATC2MGR,simple,0.1,"ts_dimensions_height=2.6,ts_dimensions_length=22,ts_dimensions_width=20"
N6PATC50CMGN,simple,0.04,"ts_dimensions_height=1.2,ts_dimensions_length=22,ts_dimensions_width=20"
45PAT2MWH,simple,0.08,"ts_dimensions_height=2.3,ts_dimensions_length=22,ts_dimensions_width=20"
45PAT2MGR,simple,0.09,"ts_dimensions_height=1.6,ts_dimensions_length=22,ts_dimensions_width=20"
45PAT3MWH,simple,0.12,"ts_dimensions_height=2,ts_dimensions_length=22,ts_dimensions_width=20"
45PAT3MGN,simple,0.12,"ts_dimensions_height=11.5,ts_dimensions_length=20,ts_dimensions_width=1.5"
N6PATC1MRD,simple,0.06,"ts_dimensions_height=1.2,ts_dimensions_length=22,ts_dimensions_width=20"
45PAT1MRD,simple,0.05,"ts_dimensions_height=1.6,ts_dimensions_length=22,ts_dimensions_width=20"
N6SPAT50CMBL,simple,0.04,"ts_dimensions_height=1,ts_dimensions_length=22,ts_dimensions_width=20"
N6SPAT5MBL,simple,0.2,"ts_dimensions_height=2.8,ts_dimensions_length=22,ts_dimensions_width=20"
N6SPAT2MBK,simple,0.09,"ts_dimensions_height=1.3,ts_dimensions_length=22,ts_dimensions_width=20"
N6PATC10MOR,simple,0.41,"ts_dimensions_height=3.5,ts_dimensions_length=33,ts_dimensions_width=25.5"
N6PATC7MRD,simple,0.29,"ts_dimensions_height=3.2,ts_dimensions_length=22,ts_dimensions_width=20"
M45PATCH6BK,simple,0.08,"ts_dimensions_height=1.2,ts_dimensions_length=22,ts_dimensions_width=20"
45PAT5MWH,simple,0.2,"ts_dimensions_height=1.7,ts_dimensions_length=22,ts_dimensions_width=20"
45PAT50CMGR,simple,0.03,"ts_dimensions_height=1,ts_dimensions_length=22,ts_dimensions_width=20"
N6PATC7MPL,simple,0.31,"ts_dimensions_height=2.3,ts_dimensions_length=22,ts_dimensions_width=20"
45PAT10MBK,simple,0.37,"ts_dimensions_height=2,ts_dimensions_length=33,ts_dimensions_width=25.5"
6ASPAT1MBL,simple,0.06,"ts_dimensions_height=1,ts_dimensions_length=22,ts_dimensions_width=20"
6ASPAT50CMAQ,simple,0.04,"ts_dimensions_height=1,ts_dimensions_length=22,ts_dimensions_width=20"
QSFP40GPC3M,simple,0.27,"ts_dimensions_height=2.5,ts_dimensions_length=32.5,ts_dimensions_width=25"
EXQSFP4050CM,simple,0.12,"ts_dimensions_height=1.5,ts_dimensions_length=32.5,ts_dimensions_width=25"
JD097CST,simple,0.14,"ts_dimensions_height=2,ts_dimensions_length=23,ts_dimensions_width=20.7"
SFP10GPC05M,simple,0.07,"ts_dimensions_height=0.4,ts_dimensions_length=22,ts_dimensions_width=20"
N6PAT100CMBKS,simple,0.03,"ts_dimensions_length=20,ts_dimensions_width=22"
N6PAT150CMGRS,simple,0.04,"ts_dimensions_length=20,ts_dimensions_width=22"
N6PAT300CMBKS,simple,0.06,"ts_dimensions_length=20,ts_dimensions_width=22"
N6PATC150CMYL,simple,0.08,"ts_dimensions_length=20,ts_dimensions_width=22"
6ASPAT7MBL,simple,0.28,"ts_dimensions_length=20,ts_dimensions_width=22"
USB31000S,simple,0.14,"ts_dimensions_height=4,ts_dimensions_length=16.5,ts_dimensions_width=13"
PEX1000MMSC2,simple,0.21,"ts_dimensions_height=4.9,ts_dimensions_length=21.8,ts_dimensions_width=17.1"
ST1000SPEXD4,simple,0.14,"ts_dimensions_height=3,ts_dimensions_length=14.3,ts_dimensions_width=17"
US1GC30B,simple,0.1,"ts_dimensions_height=3,ts_dimensions_length=14.5,ts_dimensions_width=17.1"
USB31000S2H,simple,0.1,"ts_dimensions_height=3,ts_dimensions_length=14.2,ts_dimensions_width=17"
ST1000SPEX43,simple,0.18,"ts_dimensions_height=4,ts_dimensions_length=14.5,ts_dimensions_width=20.9"
PEX10000SFPI,simple,0.18,"ts_dimensions_height=3.2,ts_dimensions_length=17.2,ts_dimensions_width=14.2"
US1GC303APD,simple,0.12,"ts_dimensions_height=3,ts_dimensions_length=14.2,ts_dimensions_width=17"
ST100S,simple,0.13,"ts_dimensions_height=2.9,ts_dimensions_length=14.3,ts_dimensions_width=17"
ST1000SPEX2L,simple,0.13,"ts_dimensions_height=3.1,ts_dimensions_length=14.4,ts_dimensions_width=17.3"
ST1000SPEXI,simple,0.1,"ts_dimensions_height=2.8,ts_dimensions_length=17,ts_dimensions_width=14.2"
ST3300G3UA,simple,0.15,"ts_dimensions_height=3.2,ts_dimensions_length=17.1,ts_dimensions_width=14.3"
US1GC30A,simple,0.11,"ts_dimensions_height=3.2,ts_dimensions_length=17.3,ts_dimensions_width=14.3"
PEX10GSFP4I,simple,0.18,"ts_dimensions_height=3,ts_dimensions_length=17,ts_dimensions_width=14.2"
ST1000SPEX2,simple,0.13,"ts_dimensions_height=3.2,ts_dimensions_length=17.1,ts_dimensions_width=14.2"
USBBT1EDR2,simple,0.08,"ts_dimensions_height=3.3,ts_dimensions_length=17.2,ts_dimensions_width=14.2"
USB32000SPT,simple,0.15,"ts_dimensions_height=3.1,ts_dimensions_length=14.1,ts_dimensions_width=17.1"
USB150WN1X1W,simple,0.04,"ts_dimensions_height=0.6,ts_dimensions_length=8.5,ts_dimensions_width=5.6"
ST3300GU3B,simple,0.37,"ts_dimensions_height=5.3,ts_dimensions_length=15.2,ts_dimensions_width=21.7"
ST4000SPEXI,simple,0.16,"ts_dimensions_height=3.1,ts_dimensions_length=14.3,ts_dimensions_width=17.1"
US1GC301AU2R,simple,0.1,"ts_dimensions_height=3,ts_dimensions_length=14.4,ts_dimensions_width=17.2"
ST10GPEXNDPI,simple,0.2,"ts_dimensions_height=11.6,ts_dimensions_length=28.6,ts_dimensions_width=22.1"
US1GC30DB,simple,0.1,"ts_dimensions_height=3,ts_dimensions_length=5.1,ts_dimensions_width=14.1"
PEX100S,simple,0.12,"ts_dimensions_height=3,ts_dimensions_length=14.4,ts_dimensions_width=17.2"
USB1000IP,simple,0.36,"ts_dimensions_height=4.7,ts_dimensions_length=16,ts_dimensions_width=22"
USB31000SPTW,simple,0.13,"ts_dimensions_height=2.9,ts_dimensions_length=14.3,ts_dimensions_width=17"
US1GC30W,simple,0.08,"ts_dimensions_height=3.2,ts_dimensions_length=17.2,ts_dimensions_width=14.3"
USB31000SA,simple,0.1,"ts_dimensions_height=2.1,ts_dimensions_length=20.4,ts_dimensions_width=11.2"
ST20000SPEXI,simple,0.24,"ts_dimensions_height=4,ts_dimensions_length=14.7,ts_dimensions_width=20.8"
HB30C3A1GEA,simple,0.1,"ts_dimensions_height=3.2,ts_dimensions_length=17.2,ts_dimensions_width=14.5"
ST5GPEXNB,simple,,"ts_dimensions_height=3,ts_dimensions_length=17,ts_dimensions_width=14.2"
ST1000SMPEX,simple,0.15,"ts_dimensions_height=3.2,ts_dimensions_length=17.5,ts_dimensions_width=14.4"
USB300WN2X2C,simple,0.07,"ts_dimensions_height=3.2,ts_dimensions_length=14.3,ts_dimensions_width=17.1"
PEX20000SFPI,simple,0.18,"ts_dimensions_height=3,ts_dimensions_length=17,ts_dimensions_width=14.3"
HB30C3A1GE,simple,0.34,"ts_dimensions_height=5.3,ts_dimensions_length=22,ts_dimensions_width=15.2"
USB433ACD1X1,simple,0.07,"ts_dimensions_height=3.1,ts_dimensions_length=17.4,ts_dimensions_width=14"
US1GA30SXSC,simple,0.05,"ts_dimensions_height=3,ts_dimensions_length=14.2,ts_dimensions_width=17"
US5GC30,simple,0.11,"ts_dimensions_height=3,ts_dimensions_length=14.2,ts_dimensions_width=17"
USB31000NDS,simple,0.1,"ts_dimensions_height=3.2,ts_dimensions_length=17.3,ts_dimensions_width=14"
USB150WN1X1,simple,0.04,"ts_dimensions_height=1.4,ts_dimensions_length=17.2,ts_dimensions_width=11.1"
ST2000SPEXI,simple,0.17,"ts_dimensions_height=2.9,ts_dimensions_length=14.4,ts_dimensions_width=17.2"
PEX1000SFP2,simple,0.2,"ts_dimensions_height=5.2,ts_dimensions_length=21.7,ts_dimensions_width=17.1"
ST4000PEXPSE,simple,0.43,"ts_dimensions_height=6.6,ts_dimensions_length=29.6,ts_dimensions_width=18.8"
US2GC30,simple,0.1,"ts_dimensions_height=3,ts_dimensions_length=17,ts_dimensions_width=14.2"
US2GA30,simple,,"ts_dimensions_height=8,ts_dimensions_length=1.6,ts_dimensions_width=2.7"
ST1000BT32,simple,0.14,"ts_dimensions_height=3,ts_dimensions_length=14.3,ts_dimensions_width=17"
ST2000PEXPSE,simple,0.25,"ts_dimensions_height=4.5,ts_dimensions_length=16.5,ts_dimensions_width=23.1"
USBBT1EDR4,simple,0.07,"ts_dimensions_height=3.3,ts_dimensions_length=13.4,ts_dimensions_width=17.3"
USB31000SPTB,simple,0.13,"ts_dimensions_height=3,ts_dimensions_length=14.5,ts_dimensions_width=17.2"
USB2100,simple,0.13,"ts_dimensions_height=3.2,ts_dimensions_length=14.6,ts_dimensions_width=17.2"
ST10000SPEXI,simple,0.2,"ts_dimensions_height=4,ts_dimensions_length=20.9,ts_dimensions_width=14.5"
USB31000SW,simple,0.12,"ts_dimensions_height=4.5,ts_dimensions_length=13.3,ts_dimensions_width=16.2"
USB433WACDB,simple,0.1,"ts_dimensions_height=3.2,ts_dimensions_length=14.4,ts_dimensions_width=17.1"
US1GC301AU,simple,0.09,"ts_dimensions_height=3,ts_dimensions_length=17,ts_dimensions_width=14.3"
US1GC30PD,simple,0.11,"ts_dimensions_height=3.2,ts_dimensions_length=17.4,ts_dimensions_width=14.7"
US1GA30SFP,simple,0.05,"ts_dimensions_height=3,ts_dimensions_length=26.5,ts_dimensions_width=17"
US100A20SFP,simple,,"ts_dimensions_height=3,ts_dimensions_length=26.7,ts_dimensions_width=5"
US1GC30SFP,simple,0.1,"ts_dimensions_height=3,ts_dimensions_length=14.2,ts_dimensions_width=17"
PEX40GQSFPI,simple,0.24,"ts_dimensions_height=3.8,ts_dimensions_length=20.7,ts_dimensions_width=11.4"
ST10GSPEXNDP,simple,0.39,"ts_dimensions_height=2.05,ts_dimensions_length=12.1,ts_dimensions_width=15.9"
LENYMCHDVUGK,simple,0.16,"ts_dimensions_height=3.2,ts_dimensions_length=16.8,ts_dimensions_width=14.1"
CTKRPR,simple,2.45,"ts_dimensions_height=12,ts_dimensions_length=33.6,ts_dimensions_width=18.9"
USB3SDOCKHDV,simple,0.88,"ts_dimensions_height=6.6,ts_dimensions_length=29.6,ts_dimensions_width=19.5"
CDP2HDUACP,simple,0.12,"ts_dimensions_height=3.2,ts_dimensions_length=17.5,ts_dimensions_width=14.6"
TB33A1C,simple,1.6,"ts_dimensions_height=11.6,ts_dimensions_length=28.5,ts_dimensions_width=18.5"
TB3DK2DHVUE,simple,1.3,"ts_dimensions_height=6.5,ts_dimensions_length=25.4,ts_dimensions_width=18.7"
DK30C2HAGPD,simple,,"ts_dimensions_height=3.8,ts_dimensions_length=20.8,ts_dimensions_width=14.5"
DK30CH2DEPUE,simple,1.7,"ts_dimensions_height=8,ts_dimensions_length=32,ts_dimensions_width=16"
USB3SMDOCKHV,simple,0.19,"ts_dimensions_height=4.3,ts_dimensions_length=14.3,ts_dimensions_width=16.7"
DKT30CDVPD,simple,0.13,"ts_dimensions_height=3,ts_dimensions_length=17.2,ts_dimensions_width=14.2"
USB31GEHD,simple,0.15,"ts_dimensions_height=3.3,ts_dimensions_length=14.6,ts_dimensions_width=17.2"
USB3SDOCKDD,simple,1.02,"ts_dimensions_height=9.5,ts_dimensions_length=18.6,ts_dimensions_width=25.5"
USB3DOCKHDPC,simple,1.1,"ts_dimensions_height=7.1,ts_dimensions_length=19.8,ts_dimensions_width=25.1"
DKT30CHV,simple,0.15,"ts_dimensions_height=3.4,ts_dimensions_length=22.3,ts_dimensions_width=12.6"
DK30CH2DPPDU,simple,1.45,"ts_dimensions_height=7.1,ts_dimensions_length=29.6,ts_dimensions_width=16.1"
DKT3CHSD4GPD,simple,0.15,"ts_dimensions_height=2.5,ts_dimensions_length=17,ts_dimensions_width=11.6"
DKT30CHVSCPD,simple,0.14,"ts_dimensions_height=3,ts_dimensions_length=14.2,ts_dimensions_width=17.9"
TB3CDK2DPUE,simple,1.5,"ts_dimensions_height=11.5,ts_dimensions_length=16,ts_dimensions_width=27.2"
CDP2VGAUACP,simple,0.11,"ts_dimensions_height=3.4,ts_dimensions_length=17.1,ts_dimensions_width=14.5"
TB31PCIEX16,simple,3.1,"ts_dimensions_height=14.5,ts_dimensions_length=36,ts_dimensions_width=29"
DKT30CHCPD,simple,0.14,"ts_dimensions_height=3,ts_dimensions_length=17,ts_dimensions_width=14.2"
DKT30CHPD,simple,0.2,"ts_dimensions_height=4.1,ts_dimensions_length=21.2,ts_dimensions_width=14.6"
DK30A2DH,simple,0.9,"ts_dimensions_height=5.2,ts_dimensions_length=31.8,ts_dimensions_width=13"
USB3SDOCKHD,simple,0.9,"ts_dimensions_height=10.9,ts_dimensions_length=27.3,ts_dimensions_width=19"
DK30ADD,simple,0.8,"ts_dimensions_height=6,ts_dimensions_length=30.7,ts_dimensions_width=14"
USBA2DPGB,simple,0.22,"ts_dimensions_height=3.8,ts_dimensions_length=11.4,ts_dimensions_width=20"
DKT30CSDHPD3,simple,0.16,"ts_dimensions_height=3,ts_dimensions_length=17.4,ts_dimensions_width=14.3"
TB3DK2DPM2,simple,1.4,"ts_dimensions_height=12.5,ts_dimensions_length=28.8,ts_dimensions_width=13.8"
DKT30CHVGPD,simple,0.17,"ts_dimensions_height=3,ts_dimensions_length=17,ts_dimensions_width=14.2"
DKT30CHPDW,simple,0.19,"ts_dimensions_height=4.2,ts_dimensions_length=21.3,ts_dimensions_width=14.7"
TB3DOCK2DPPU,simple,1.5,"ts_dimensions_height=9,ts_dimensions_length=29.5,ts_dimensions_width=14.5"
DKT30CVAGPD,simple,0.13,"ts_dimensions_height=3,ts_dimensions_length=17.2,ts_dimensions_width=14"
DK30C2DAGPD,simple,0.3,"ts_dimensions_height=4.2,ts_dimensions_length=20.8,ts_dimensions_width=14.5"
MOD4DOCKACPD,simple,2.1,"ts_dimensions_height=1,ts_dimensions_length=25.1,ts_dimensions_width=21.1"
PANELHU24,simple,0.49,"ts_dimensions_height=4.7,ts_dimensions_length=49,ts_dimensions_width=5.7"
C6PANEL24,simple,0.68,"ts_dimensions_height=4.5,ts_dimensions_length=49,ts_dimensions_width=5.5"
POEINJ1GW,simple,1.04,"ts_dimensions_height=7.6,ts_dimensions_length=19,ts_dimensions_width=23"
IM12D1500P,simple,0.2,"ts_dimensions_height=5.7,ts_dimensions_length=13.8,ts_dimensions_width=9.2"
ITB20D3250,simple,0.84,"ts_dimensions_height=5.5,ts_dimensions_length=16.6,ts_dimensions_width=24.2"
SVA5N3NEUA,simple,0.2,"ts_dimensions_height=3.5,ts_dimensions_length=17.7,ts_dimensions_width=13.1"
SVA9M2NEUA,simple,0.23,"ts_dimensions_height=6.1,ts_dimensions_length=7.2,ts_dimensions_width=14.6"
PXT101EUR,simple,0.2,"ts_dimensions_height=21,ts_dimensions_length=12.6,ts_dimensions_width=3.6"
USB2TYPEH,simple,0.03,"ts_dimensions_height=0.8,ts_dimensions_length=22.5,ts_dimensions_width=12.5"
PXT1001M,simple,0.19,"ts_dimensions_height=1,ts_dimensions_length=22,ts_dimensions_width=20"
CPUFANADAPT,simple,0.01,"ts_dimensions_height=1.2,ts_dimensions_length=12.5,ts_dimensions_width=9"
PXTNB2SUK6,simple,0.14,"ts_dimensions_height=14.5,ts_dimensions_length=29,ts_dimensions_width=21"
PXTNB3SUK1M,simple,0.16,"ts_dimensions_height=1,ts_dimensions_length=22,ts_dimensions_width=20"
PXTNB2SEU1M,simple,0.07,"ts_dimensions_height=1.5,ts_dimensions_length=22,ts_dimensions_width=20"
PXT101UK,simple,0.24,"ts_dimensions_height=4.9,ts_dimensions_length=22,ts_dimensions_width=20"
SVUSBPOWERUK,simple,0.27,"ts_dimensions_height=7,ts_dimensions_length=10,ts_dimensions_width=6"
USB2TYPEM,simple,0.03,"ts_dimensions_height=0.9,ts_dimensions_length=22.5,ts_dimensions_width=12.5"
PXTNB3SUK2M,simple,0.21,"ts_dimensions_height=1,ts_dimensions_length=29.4,ts_dimensions_width=14.3"
PXTNB3SEU2M,simple,0.21,"ts_dimensions_height=4,ts_dimensions_length=22,ts_dimensions_width=20"
USB2TYPEH2M,simple,0.05,"ts_dimensions_height=1.4,ts_dimensions_length=22.5,ts_dimensions_width=12.5"
PXT101UK3M,simple,0.33,"ts_dimensions_height=6,ts_dimensions_length=22.5,ts_dimensions_width=20"
PXTNB3SEU1M,simple,0.13,"ts_dimensions_height=1,ts_dimensions_length=22,ts_dimensions_width=20"
USB2TYPEN1M,simple,0.03,"ts_dimensions_height=1,ts_dimensions_length=11.8,ts_dimensions_width=14.4"
PXTUKC192M,simple,0.35,"ts_dimensions_height=4,ts_dimensions_length=29,ts_dimensions_width=14.5"
PXT101YEU2M,simple,0.31,"ts_dimensions_height=14.5,ts_dimensions_length=29,ts_dimensions_width=21"
USB2TYPEM2M,simple,0.05,"ts_dimensions_height=1.2,ts_dimensions_length=22.5,ts_dimensions_width=12.5"
PXTNB2SUK1M,simple,0.12,"ts_dimensions_height=1,ts_dimensions_length=22,ts_dimensions_width=20"
PXT101YUK,simple,0.34,"ts_dimensions_height=1,ts_dimensions_length=33.3,ts_dimensions_width=25.4"
ETCHS2UPSU,simple,1.75,"ts_dimensions_height=6.9,ts_dimensions_length=35.6,ts_dimensions_width=21.4"
PM1115U2,simple,0.33,"ts_dimensions_height=5.4,ts_dimensions_length=21.5,ts_dimensions_width=14.9"
ICUSB128410,simple,0.17,"ts_dimensions_height=1.6,ts_dimensions_length=22,ts_dimensions_width=20"
ICUSB1284,simple,0.14,"ts_dimensions_height=2.6,ts_dimensions_length=22,ts_dimensions_width=20"
CMHOOK1UN,simple,0.08,"ts_dimensions_height=4.5,ts_dimensions_length=22.5,ts_dimensions_width=12.5"
CMBRUSH1U,simple,0.51,"ts_dimensions_height=2.8,ts_dimensions_length=48.9,ts_dimensions_width=5.1"
UNIRAILS3U,simple,4.12,"ts_dimensions_height=15,ts_dimensions_length=48.7,ts_dimensions_width=10.5"
RKPNLHS4U,simple,1.2,"ts_dimensions_height=4.3,ts_dimensions_length=53,ts_dimensions_width=19.5"
RKPNLTL1U,simple,0.4,"ts_dimensions_height=3.7,ts_dimensions_length=54.5,ts_dimensions_width=6"
CABSCREWM52B,simple,0.89,"ts_dimensions_height=1.4,ts_dimensions_length=26.6,ts_dimensions_width=13.8"
CABSHELFV1U,simple,2.3,"ts_dimensions_height=5.7,ts_dimensions_length=53,ts_dimensions_width=27.5"
4UDRAWER,simple,9.75,"ts_dimensions_height=20.9,ts_dimensions_length=52.8,ts_dimensions_width=44.6"
ADJSHELF,simple,5.5,"ts_dimensions_height=6.5,ts_dimensions_length=73,ts_dimensions_width=52"
CABSCREWM6B,simple,0.51,"ts_dimensions_height=1.6,ts_dimensions_length=22,ts_dimensions_width=12"
CMLB102,simple,1.73,"ts_dimensions_height=5.5,ts_dimensions_length=50,ts_dimensions_width=11.5"
CMHOOKMW,simple,0.25,"ts_dimensions_height=8.2,ts_dimensions_length=12.7,ts_dimensions_width=12.7"
CABSHF2POST,simple,5.35,"ts_dimensions_height=11.6,ts_dimensions_length=57,ts_dimensions_width=48"
CABSHELF22,simple,4.8,"ts_dimensions_height=11,ts_dimensions_length=58.5,ts_dimensions_width=56.6"
CMPNL1UC,simple,1.15,"ts_dimensions_height=6.3,ts_dimensions_length=56.8,ts_dimensions_width=13.2"
CABSCREWM5B,simple,0.45,"ts_dimensions_height=1.4,ts_dimensions_length=22.2,ts_dimensions_width=12.5"
RDA2U,simple,0.29,"ts_dimensions_height=2.5,ts_dimensions_length=21,ts_dimensions_width=12"
CMVER40UD,simple,2.1,"ts_dimensions_height=10.8,ts_dimensions_length=94.5,ts_dimensions_width=15.2"
SV431RACK,simple,0.64,"ts_dimensions_height=5.6,ts_dimensions_length=28.7,ts_dimensions_width=8.3"
4POSTCASTER,simple,1.79,"ts_dimensions_height=3.9,ts_dimensions_length=9.5,ts_dimensions_width=8.4"
CABSHELFHD,simple,6.3,"ts_dimensions_height=11.8,ts_dimensions_length=50.8,ts_dimensions_width=50.2"
RKLCDBKT,simple,3.16,"ts_dimensions_height=10.6,ts_dimensions_length=48.9,ts_dimensions_width=32.3"
CABSCREWSM6,simple,0.29,"ts_dimensions_height=1.7,ts_dimensions_length=12.4,ts_dimensions_width=7.5"
UNIRAILS2U,simple,4,"ts_dimensions_height=10.9,ts_dimensions_length=10.5,ts_dimensions_width=49.3"
RKPNLTL1UV,simple,0.25,"ts_dimensions_height=3.7,ts_dimensions_length=53.5,ts_dimensions_width=5.7"
CABSCRWM520,simple,0.19,"ts_dimensions_height=1.1,ts_dimensions_length=22,ts_dimensions_width=12.5"
CABSHELF,simple,3.8,"ts_dimensions_height=11.2,ts_dimensions_length=56.7,ts_dimensions_width=43"
CABSCREWS,simple,0.3,"ts_dimensions_height=1.3,ts_dimensions_length=24.6,ts_dimensions_width=12.5"
ADJSHELFHD,simple,6.8,"ts_dimensions_height=9,ts_dimensions_length=77,ts_dimensions_width=53.4"
SH39LK,simple,4.61,"ts_dimensions_height=15,ts_dimensions_length=50.6,ts_dimensions_width=27.4"
SLIDESHELFD,simple,6.55,"ts_dimensions_height=7.4,ts_dimensions_length=63,ts_dimensions_width=48.3"
RK119WALLV,simple,0.97,"ts_dimensions_height=7.1,ts_dimensions_length=51.8,ts_dimensions_width=16.7"
CABSHELF1U,simple,1.49,"ts_dimensions_height=7,ts_dimensions_length=50,ts_dimensions_width=19.5"
UNISLDSHF19M,simple,10.1,"ts_dimensions_height=11.3,ts_dimensions_length=74,ts_dimensions_width=55.1"
CMDUCT1UX,simple,0.86,"ts_dimensions_height=6.3,ts_dimensions_length=57.3,ts_dimensions_width=8.7"
CABSHELF1U10,simple,2.46,"ts_dimensions_height=5.8,ts_dimensions_length=50.3,ts_dimensions_width=28.6"
CABSHELF116,simple,3.9,"ts_dimensions_height=7,ts_dimensions_length=44,ts_dimensions_width=56"
CMHOOK1UL,simple,0.11,"ts_dimensions_height=4.6,ts_dimensions_length=22.5,ts_dimensions_width=12.5"
CABSHELF22V,simple,4.6,"ts_dimensions_height=11.5,ts_dimensions_length=58,ts_dimensions_width=50.5"
UNISLDSHF192,simple,10.1,"ts_dimensions_height=12,ts_dimensions_length=75,ts_dimensions_width=54.8"
CMVER20UF,simple,2.84,"ts_dimensions_height=12.8,ts_dimensions_length=94.5,ts_dimensions_width=16"
WALLMOUNTH1,simple,0.84,"ts_dimensions_height=6,ts_dimensions_length=51.5,ts_dimensions_width=20"
RKLCDBK,simple,2,"ts_dimensions_height=22,ts_dimensions_length=47.2,ts_dimensions_width=5.4"
UNISLDSHF19,simple,8.38,"ts_dimensions_height=13.8,ts_dimensions_length=68,ts_dimensions_width=52.7"
BLANKB1,simple,0.32,"ts_dimensions_height=2.4,ts_dimensions_length=49.3,ts_dimensions_width=5.5"
UNIRAILS1U,simple,2.9,"ts_dimensions_height=7.5,ts_dimensions_length=49,ts_dimensions_width=10.7"
CABSCREWSM62,simple,0.59,"ts_dimensions_height=1,ts_dimensions_length=21.6,ts_dimensions_width=12"
CABLMANAGER2,simple,0.44,"ts_dimensions_height=3.7,ts_dimensions_length=50,ts_dimensions_width=5.2"
CABLMANAGERH,simple,0.7,"ts_dimensions_height=5.7,ts_dimensions_length=53.5,ts_dimensions_width=12"
UNIRAILS1UB,simple,4,"ts_dimensions_height=11,ts_dimensions_length=67,ts_dimensions_width=23"
CMHOOK1U,simple,0.08,"ts_dimensions_height=4.6,ts_dimensions_length=22.5,ts_dimensions_width=12.5"
CABSHELFV,simple,3.4,"ts_dimensions_height=8.8,ts_dimensions_length=40.6,ts_dimensions_width=48.2"
ADJSHELFHDV,simple,7,"ts_dimensions_height=8.4,ts_dimensions_length=77,ts_dimensions_width=52.8"
RDA1U,simple,0.15,"ts_dimensions_height=2,ts_dimensions_length=22,ts_dimensions_width=12.5"
CMLB104,simple,1.97,"ts_dimensions_height=8.2,ts_dimensions_length=51.4,ts_dimensions_width=12.4"
