sku,weight (kg),length (cm),width (cm),height (cm)
TXFGG,1.4,,32.14,2.1
DELL-P2425,6.75,1.8,53.17999999999999,34.37
DELL-P2425HEWO,5.8,1.8,53.86,31.419999999999998
DELL-P2425HWO,5.34,1.8,53.86,31.419999999999998
DELL-P2725HWO,6.8,1.8,61.07000000000001,35.47
5JC7R,1.39,,32.14,2.1
9S6-3CE11M-017,7.85,,81.5,50.2
9S6-3DD04T-019,12.4,,81.2,36.1
463954-001,0.7,,7,4
6N6F2AA#ABU,7.08,,61.339999999999996,36.46
SP18,0.7,,27.3,1.3
4Q8N4E9#ABB,4.8,,53.839999999999996,31.369999999999997
UACC-DISPLAY-SM,2.1,,23.3,23.419999999999998
3E2U5ET,80.8,,32,47
HD11CTRL,,,12,2.8
ZPX-00029,1.38,,22.3,1.67
ZPX-00004,1.38,,22.3,1.67
ZKG-00004,1.38,,22.3,1.67
ZLG-00029,1.68,,24.4,1.69
ZKG-00029,1.38,,22.3,1.67
ZJT-00029,1.38,,22.3,1.67
ZJW-00029,1.38,,22.3,1.67
ZJT-00004,1.38,,22.3,1.67
ZJQ-00029,1.38,,22.3,1.67
ZLW-00029,1.68,,24.4,1.69
ZLP-00029,1.68,,24.4,1.69
ZJV-00029,1.38,,22.3,1.67
ZJQ-00004,1.38,,22.3,1.67
ZLH-00029,1.68,,24.4,1.69
ZDU-00003,0.879,,28.7,0.93
ZDT-00003,0.879,,28.7,0.93
ZDR-00003,0.879,,28.7,0.93
ZDR-00021,0.879,,28.7,0.93
ZDV-00003,0.879,,28.7,0.93
ZDU-00021,0.879,,28.7,0.93
ZDT-00021,0.879,,28.7,0.93
HTSF150.CEL,2.4,,90,6.4
55020CES,0.037,12,12,6.5
4CE98AA,0.84,,1.8699999999999999,41
DQ850-M-V2L UK,,70,15,8.6
9H0H9AA#ABU,0.115,,15,2.15
8SC1S1-WEU0KTO,,,6,9.7
210-BEJE,15.2,,80.82000000000001,36.45
W2F74AA#ABB,0.32,,15.3,2.2
W2F74AA,0.32,,1.5,2.2
72C71ET,0.68,,12.2,4.5
MAG INFINITE S3 12BTA-1808UK,10.4,,31.7,51
90-XB4000BA00060-,0.32,,30,44
30FR000RUK,9.67,,17,37.6
30FR001QUK,9.67,,17,37.6
30FR0022UK,9.67,,17,37.6
30FR001NUK,9.67,,17,37.6
960-001554,0.174,1.5,9.8,6.16
960-001559,0.174,1.5,9.8,6.16
DW-S03D,,,2.2,4.1
WH62 DUAL UC,0.208,57.5,53,21.8
911502-041,0.6,1.8,,
P52499-B21-CTO,,,43.46,4.29
996V7ET#ABU,7.2,,51.8,49
996N7ET#ABU,4.8,,49.9,29.8
996T0ET#ABU,4.8,,49.9,29.8
98N52ET#ABU,1.45,,48.3,30.5
1208665,0.147,,,
8F3E4AA#ABU,0.287,,18,6.1
996V6ET#ABU,7.2,,51.8,49
996X2ET#ABU,,,10,30.8
98P91ET#ABU,1.4,,48.3,30.5
98N48ET#ABU,1.72,,55.2,34.5
98N29ET#ABU,1.45,,48.3,30.5
98P93ET#ABU,2,,55.2,34.5
16550538,0.307,,11.6,11.83
TAPO P100(4-PACK),,,7.2,5.1
SM-P625NZAAEUB,0.467,,15.430000000000001,24.45
SM-A356BZYBEUE,0.209,,7.8,16.169999999999998
RJ45LOCKANDKEY,0.008,38,9,3
CABLE-TAG-HLWH,0.092,37,39,44
452-11422,0.78,,20,5.37
MC945B-3G1M6DSS-A6,0.743,,8.8,18.9
MC945B-3G1J6ESS-A6,0.743,,8.8,18.9
IPC-S2XP-6M0WED,0.225,0.36,8.22,11.540000000000001
IPC-S2XP-10M0WED,0.225,0.36,8.22,11.540000000000001
AT-AG 302A-WH,0.032,,4,3
EA1640-AT,4.98,47,27,29.2
AS108-AT,11.4,78.5,39.7,25.9
AP901-AT,2,47,27,29.6
AP902-AT,2,47,27,29.6
628M6ET#ABU,12.5,,62.8,67.5
VK102-AT,4.64,51.7,29.2,19.4
KG8900T-AX,7.17,45.8,34.5,20.6
KG1900T-AX,7.73,45.8,34.5,20.6
KG9900T-AX,7.29,45.8,34.5,20.6
KG6900T-AX,7.73,45.8,34.5,20.6
8D3F7AA,0.16,,,
6N4D6AT,8.4,,71.4,42.12
MHCV43D.CEL,14.5,,34.95,79.5
1C4Z7AT,5.8,,61.23,35.61
BDPS1700B.EC1,0.8,,23,3.9
N3R87AA#ABD,0.96,1.8,,
H6Y90ET#ABB,0.39,,5.8,13.3
A10400046,0.19,,7.63,16.169999999999998
A10400048,0.19,,7.63,16.169999999999998
671R3ET,0.5,,9.7,23.7
4Q8N9E9#ABB,5.7,,62.5,38.7
OPTIX MPG341QR,13.8,66.5,81.74,37.42
286947966,0.187,,7.5,16.32
286947979,0.187,,7.5,16.32
286947987,0.187,,7.5,16.32
90AR0062-M00040,0.48,,11.7,3.7
90AR0062-M000E0,0.48,,11.7,3.7
90AR0062-M00090,0.48,,11.7,3.7
82XV0019UK,2.4,,35.96,2.52
65P56AA,2.8,,50.42,30.3
VG259Q3A,5.6,,55.9,23.9
TD98I2DI51XB,0.88,,22.7,2.4
PA24ACRV,8.1,,53.96,32.22
926M0ES,1.32,,6.9,30.5
6PA50E9#ABB,6.86,,53.94,32.33
DW-S02D,0.08,,2.2,2.2
82N8001JUK,1.45,,32.5,1.77
M2J71A4,2.75,,48.81,29.360000000000003
M1P00AT,4,,56.39,38.39
K7C00AT,6.9,,54.06,32.339999999999996
LDH-00015,2.6,,29.1,39.5
GAT6E1,0.22,3.33,5.1,2.85
21MA002TUK,1.81,,35.61,1.9899999999999998
21MR004VUK,1.38,,31.35,1.69
21M7002TUK,1.44,,31.3,1.8
21MA001WUK,1.81,,35.61,1.9899999999999998
21MS005GUK,1.7,,35.6,1.75
1C4Z6AT#ABU,5.3,,53.17,34.29
6N4F1E9#ABB,5.82,,62.1,40
6N4D3AT,7.2,,69.9,44.6
6N4D0AT,6,,53.94,32.260000000000005
6N4F1AT,5.82,,53.94,32.260000000000005
6N4D0A5,6,,53.94,32.260000000000005
HM2-G01,,,10.05,3.08
SM-A528BZKDEUA,0.189,,7.51,15.99
9TT20AT,5.7,,61.220000000000006,36.769999999999996
9TT20AA,4.5,,61.220000000000006,36.769999999999996
UA-INTERCOM,0.965,,11.370000000000001,32.480000000000004
MXCT3B/A,1.24,,30.410000000000004,1.1300000000000001
MXD43B/A,1.51,,34.03,1.15
MXCR3B/A,1.24,,30.410000000000004,1.1300000000000001
MXD13B/A,1.51,,34.03,1.15
MXCV3B/A,1.24,,30.410000000000004,1.1300000000000001
MXD23B/A,1.51,,34.03,1.15
MXD33B/A,1.51,,34.03,1.15
MXCU3B/A,1.24,,30.410000000000004,1.1300000000000001
MRYM3B/A,1.51,,34.03,1.15
MRYV3B/A,1.51,,34.03,1.15
MRYP3B/A,1.51,,34.03,1.15
MRXV3B/A,1.24,,30.410000000000004,1.1300000000000001
MRXT3B/A,1.24,,30.410000000000004,1.1300000000000001
MRXP3B/A,1.24,,30.410000000000004,1.1300000000000001
MRYT3B/A,1.51,,34.03,1.15
MRYQ3B/A,1.51,,34.03,1.15
MRXW3B/A,1.24,,30.410000000000004,1.1300000000000001
MRXU3B/A,1.24,,30.410000000000004,1.1300000000000001
MRYN3B/A,1.51,,34.03,1.15
MRYU3B/A,1.51,,34.03,1.15
MRYR3B/A,1.51,,34.03,1.15
MRXR3B/A,1.24,,30.410000000000004,1.1300000000000001
MRXQ3B/A,1.24,,30.410000000000004,1.1300000000000001
MRXN3B/A,1.24,,30.410000000000004,1.1300000000000001
LV290AA#ABD,0.011699999999999999,,53.8,4.25
G6X 9KG-43UK854SH,2.98,,10.3,31.7
DT528A#UUZ,0.9,1.8,,Yes
BGM2200B-UK,14.5,1.5,35.5,15.5
98Q37ET#ABU,1.45,,48.3,30.5
862H7ET#ABU,1.72,,55.2,34.5
862H5ET#ABU,1.45,,48.3,30.5
838309-2100,2,,59.4,5.6
1208663,0.147,,,
VG32AQA1A,9.72,,71.63,42.62
GL189,,,40,40
DELL-SE3223Q,11,,71.34,42.160000000000004
AP.09001.008,,,6,3
AP.06501.014,,,6,3
7W6B8AA,0.018,,,
6N4E8E9#ABB,4.9,,48.87,29.389999999999997
6N4D3E9#ABB,7.2,,61.339999999999996,54.470000000000006
2G3D3E9,3.2,,60.79,35.6
1741530P7,1.06,130,155,223
1746430P7,0.95,12,15.8,22.1
100-99280904-99,0.045899999999999996,,11.2,13.2
010-02805-05,0.067,,5,
010-02627-03,,,4.5,
CUBI N ADL N100 BB,0.54,,20.5,9.4
4P5P3AA#ABA,1.1,1.8,39.6,4.4
11MQ0057UK,1.25,,17.9,3.65
2D9K1AS#ABB,4.7,,53.58,31.560000000000002
40Z32AS#ABB,10.3,,53.94,35.56
40Z32AS,10.3,,53.94,35.56
6N4C4E9#ABB,10,,61.339999999999996,36.46
2D9K1AS,4.7,,53.58,31.560000000000002
D7P53AT,4.73,,55.94,36.5
A3M50AA ABA,3.5,,47.730000000000004,35.660000000000004
82N8001JMH,1.45,,32.5,1.77
SBWD1100FEUINL,0.4535,,22,3.75
60702R10,2,,11.8,11.2
60702D10,2,,11.8,11.2
60701V10,0.74,,9,8.3
60701R10,0.74,,9,8.3
60702V10,2,,11.8,11.2
60701S10,0.74,,9,8.3
NX.B4JEK.003,1.45,,29.080000000000002,1.1400000000000001
MK231SBZ,0.044,4,18,9
9S7-15P212-019,2.49,,48.9,31.5
2010375,,48.3,24.1,
132UE-TB4USB4DOCK,1.4,31,38,28.5
NX.VYAEK.00S,1.6,,32.95,1.9899999999999998
NX.B1BEK.009,1.93,,35.85,1.9899999999999998
HD22J,1.54,,32.22,1.94
83A1009XUK,1.65,,35.92,1.9899999999999998
7H4V6,1.81,,35.9,2.04
3W8CK,1.54,,32.22,1.94
3L1E7AA#ABU,0.685,,44,2.7600000000000002
29YN0,1.81,,35.9,2.04
FZ-55G260KBG,2.08,,34.5,27.2
FZ-55J261KBG,2.08,,34.5,27.2
FZ-55J260EBE,2.22,,34.5,27.2
FZ-55GZ017BE,2.08,,34.5,27.2
FZ-55GZ00TB4,2.08,,34.5,27.2
FZ-55JA601BE,2.22,,34.5,27.2
FZ-55J2601BG,2.22,,34.5,27.2
VG279QL3A,8.4,,61.5,36.9
9S6-3CD24T-004,9.3,,60.7,37.2
920-012511,0.0017,,45,14.7
90AS0031-M000A0,,,11.7,3.7
90AR00C1-M000K0,0.75,,11.7,5.4
90AR00C1-M000B0,0.75,,11.7,5.4
90AR00E1-M00080,,,11.7,3.7
90AR00C1-M000L0,,,11.7,5.4
90AR00E1-M00030,0.7,,11.7,5.4
90AR00D1-M00040,0.51,,11.7,3.7
492-BBSC,,2,,
21L3002JUK,1.77,,35.72,2.08
21L1002VUK,1.4,,31.369999999999997,1.89
PARRIS03B,6.8,37.5,75,21.5
WHG900NB.CE7,0.94,,10.8,27.5
P3424WE,14.8,1.8,81.57000000000001,36.54
8D8L1AA,2.54,,76.95,11.52
MAG 275CQRXF,9.4,,60.7,37.2
MAG 323UPF,12.5,,72.71000000000001,43.239999999999995
5481126095,0.047299999999999995,,,
SWMAGICSTAND2BK,,,,10
6D8G2AS#ABB,4.3,,50.42,30.3
6D8G2AS,4.3,,50.42,30.3
3G828AT#ABB,7.2,,53.839999999999996,31.369999999999997
169L0AT#ABB,10.4,,53.94,35.56
169L0AT,6.5,,53.94,35.56
SSM-U01,0.05,,4.29,1.9899999999999998
210-AZKS,6.37,,62.33,36.96
1C4Z6AT#ABB,5.3,,53.17,34.29
1A7E5AT#ABB,4.51,,53.82000000000001,32.56
1A7E5AT,4.51,,53.82000000000001,32.56
960-001384,9.56,33.3,32.2,29.1
8MB10AT#ABB,5.59,,54.06,32.25
214013-101,0.13,,,
981-000587,1.33,44.8,14.1,21.5
73435,1.72,0.9,26.9,15.6
39384,1.02,,24.5,7.5
189T0A9#ABB,8.89,,53.94,32.33
63EDMAT2UK,6.7,1.8,53.94,32.2
POLONA04B,6.8,76.5,42,24.5
GZ301VV-MU009W,1.18,,30.2,1.42
90YH03Z0-BAUA00,1.23,3,19.8,29.7
90MP03D0-BMUA00,0.0668,,15.8,7.3
80W3Y,1.61,,35.78,2.28
45GS95QE-B.AEK,,,92.71000000000001,Yes
39GS95QE-B.AEK,16,,88.9,40.39
34WR55QC-B.AEK,10.3,,81.03,35.81
34GS95QE-B.AEK,14,,78.49,35.81
27GS60F-B.AEK,7.9,,61.42,36.480000000000004
27GS95QE-B.AEK,11,,60.44,35.06
24GS60F-B.AEK,5.2,,54.08,32.38
2004711,,,60.96,
Z2A7CHWI5ABX,1.04,,27.5,1.7899999999999998
DQ.VZPEK.001,,,54.04,34.18
CZ1204FM2A-R90019-3Y,1.43,,29.689999999999998,2.12
CZ1104FM2A-NS0027-3Y,1.41,,29.689999999999998,2.12
CZ1104CM2A-N00033-3Y,1.29,,29.689999999999998,2.12
6PA50AA,11,,53.94,32.33
6PA50AA#ABB,11.5,,53.94,32.33
21MX0012UK,1.64,,31.3,1.85
21MX0015UK,1.64,,31.3,1.85
02813-001,1.3,,22.5,16.6
RLS-K01D,,200,1.2,
NX.B22EK.00G,1.49,,31.9,1.89
NP754QGK-KG1UK,1.13,,35.660000000000004,1.54
NP964XGL-XG1UK,1.86,,35.54,1.65
NP964XGK-KG1UK,1.56,,35.54,1.25
NP754QGK-KG2UK,1.46,,35.54,1.3699999999999999
GAA9E6,0.275,1.5,6.51,2.54
DT.R0SEK.001,,,18.630000000000003,3.62
3ME69AA,6.2,,56.39,38.39
1AI-00006,0.4616,,,
82ND005EUK,1.31,,30.810000000000002,1.82
SONY MDR-RF895RK,0.275,,,
H6Y88ET,0.201,,9.6,2.2399999999999998
H6Y88ET#ABB,0.201,,9.6,2.2399999999999998
MS-001NB-03,0.058,2,6.709999999999999,3.8299999999999996
MS-001NW-04,0.061,2,6.51,4.14
MS-001NB-01,0.061,2,6.51,4.14
MS-001NW-02,0.061,2,6.51,4.14
RJN-00004,0.078,,10.040000000000001,3.8299999999999996
43392,0.33,0.36,36.5,3.5
98Q38ET#ABU,1.72,,55.2,34.5
84H79AA#ABU,0.354,,23.9,4.4
TAS5305/00,0.8,,23.8,10.3
NP944XGK-KG4UK,1.26,,,
NP944XGK-KG2UK,1.23,,31.23,1.16
NP944XGK-KG1UK,1.26,,,
NP944XGK-KG5UK,1.26,,,
NP944XGK-KG3UK,1.26,,,
FZ-55J260KBG,2.08,,34.5,27.2
AZ215S/12,1.6,,28,16
1321000,4.99,43,25,30
010-02064-72,0.052,,4.5,
VC010-AT,0.15,,7.9,2.55
SP-4046PV,1,1.5,7,53.220000000000006
SM-A556BLBCEUB,0.213,,7.74,16.11
SM-A356BZKBEEB,0.209,,7.8,16.169999999999998
SM-A556BZKCEUB,0.213,,7.74,16.11
SM-A556BLVAEUB,0.213,,7.74,16.11
SM-A356BLBGEUB,0.209,,7.8,16.169999999999998
SM-A356BLBBEUB,0.209,,7.8,16.169999999999998
SM-A356BZYGEUB,0.209,,7.8,16.169999999999998
SM-A556BZKAEUB,0.213,,7.74,16.11
SM-A356BLVGEUB,0.209,,7.8,16.169999999999998
SM-A356BLVBEUB,0.209,,7.8,16.169999999999998
SM-A556BLBAEUB,0.213,,7.74,16.11
SM-A356BZYBEUB,0.209,,7.8,16.169999999999998
SM-A356BZKGEUB,0.209,,7.8,16.169999999999998
SM-A356BZKBEUB,0.209,,7.8,16.169999999999998
SM-A556BZKAEEB,0.213,,7.74,16.11
SM-A556BLVCEUB,0.213,,7.74,16.11
SFX/CW1308-4-LSF-WHT-100,,100,,
SFX/CW1308-20-LSF-WHT-100,,100,,
SFX/TC-4-PVC-WHT-100,,100,,
SFX/CW1308-6-LSF-WHT-200,,200,,
SFX/TC-3-PVC-WHT-100,,100,,
SFX/TC-6-PVC-WHT-100,,100,,
SFX/CW1308-10-LSF-WHT-200,,200,,
SFX/CW1308-10-LSF-WHT-100,,100,,
SFX/CW1308-3-LSF-WHT-100,,100,,
SBP-160HMW1,0.32,,,6.7
NX.KECEK.006,1.35,,29.6,2.1100000000000003
NX.K06EK.008,1.45,,32.64,2
NX.K07EK.00B,1.45,,32.64,2
NP750XGK-KG3UK,1.55,,35.660000000000004,1.54
NP750XGK-KG1UK,1.55,,35.660000000000004,1.54
LTC 1230,,100,1.6,
IPC-A22EP-G-V2,0.238,0.36,7.74,10.61
GB-BNI3-N305,,,16.35,2.85
VC060-AT,0.15,,7.859999999999999,2.45
G15CF-712700112W,11,,18.5,49.8
CH-H03,,,12.34,6.779999999999999
B4GPT4K06SP,0.496,940,,12.2
AZ127/12,2.4,,32.6,27.5
ABY-00004,1.82,,32.33,1.89
9S6-3DC54A-014,9.6,,71.1,42.3
9S6-3CC29H-261,9.3,,61.35,36.25
6001,0.12,22.9,16.2,
470-32,0.05,,7.5,11.7
441-54,0.249,,11.5,14.5
38369,0.305,,17.7,4.3
32E1N3100LA/00,9.71,,71.5,42
2902,0.326,,2.16,26.669999999999998
2869,0.131,,21.4,23.4
27E1N1100A/00,6.62,,61.7,35.7
21MR004BUK,1.38,,31.35,1.69
21MS0049UK,1.7,,35.6,1.75
21JK00CUUK,1.43,,31.3,1.8
126-49,0.35,2,18.1,22.1
11T8000CUK-DEFACED BOX,5.3,,9.25,33.95
1039,0.045,99,2.5,
100-98500000-99,0.412,,18.5,23.4
02507-001,3.2,850,,
LTC 1130,,17,1.6,
910-005796,0.085,19.5,16.5,11.8
T433D2ALCA112-1,,,7.49,15.65
T509K12ALCA1121,0.19,,7.67,16.830000000000002
82YY0010UK,1.65,,35.92,1.9899999999999998
MS7421W-GR-EU,0.08,1,8.55,4.5
MS700-BL-R-EU,0.0569,,5.720000000000001,2.98
XG27ACS,10.1,,64.17999999999999,36.71
XU2294HSU-B6,3.6,,56.4,12.2
XG272-2K-OLED,,,60.44,36.46
MS-S02,0.033,,5.5,7
IPC-C22EP-A,0.1027,0.27999999999999997,6.6,10.9
11T300B0UK-ALT,2.85,,49,14.1
11T3002RUK-ALT,1.25,,49,14.1
GP-P650G,,60,14,8.6
PE6208AV-ATA-G,4.67,3,43.239999999999995,4.4
RJN-00003,0.078,,5.82,3.8299999999999996
GM-800,2.8,,33.5,24.2
GP-400A,1.7,,30,18
WFG700NW.CE7,0.05,,,
VX2479-HD-PRO,4.2,,54.2,32.3
VX2779-HD-PRO,5.5,,61.5,36.4
VX2758A-2K-PRO,6.4,,61.410000000000004,36.56
VA2708-HDJ,7.7,,61.5,36.38
VA2408-HDJ,6.8,,54.2,32.3
IP510UHD-TZ,1.05,,19.5,3.7
HD11CTRL-V2,1,,14.5,2.8
2913,0.382,,32.2,22.7
2004899,,61,30.5,
2007728,,122,30.5,
2007729,,122,30.5,
2006791,,122,30.5,
2006846,,122,30.5,
NP734QFG-KA5UK,1.16,,,
NP641BED-KA4UK,1.5,,32.64,1.9899999999999998
NP754XGK-KG2UK,1.13,,35.660000000000004,1.54
NP734QFG-KA6UK,1.16,,,
NP734QFG-KA4UK,1.16,,,
NP754XGK-KG1UK,1.13,,35.660000000000004,1.54
2007697,,61,30.5,
162MM-PRIVACY-SCREEN,0.21,27,43,15
142MM-PRIVACY-SCREEN,0.195,27,43,16
14LT-PRIVACY-SCREEN,0.206,27.6,43,15.3
83A100AMUK,1.65,,35.92,1.9899999999999998
83A100H9UK,1.65,,35.92,1.9899999999999998
6D8H2AA#ABB,7.39,,61.1,36.56
2890,77,,17,68
RX18G,1,,19,10.8
HG55CU700EUXXU,19.5,,138.6,84.3
C44CS-KIT,0.9,,19.6,4.1
911502-031,0.6,1.8,,
61U0120000AC,12.2,3,51.8,35.9
MSPEAKER II,,,50,8.6
G814JIR-N6003W,3,,39.9,3.08
12VR0000UK,1.1,,22.6,3.75
TAPO P110,,,7.2,5.1
214012-101,,2.18,,
4CE97AA#ABD,0.64,,44.4,3.8
PM9600-SR433RBK12,,680,7.9,19.8
HG50CU700EUXXU,16,,126.4,78
HG43CU700EUXXU,11.2,,108.1,67
CUBI 5 12M I5 1235U FS 8GB 512GB W11P,1.39,,20.5,9.4
CUBI 5 12M I3 1215U FS 8GB 256GB W11P,1.39,,20.5,9.4
678U5AA#ABU,6.3,,53.95,37.22
11CR0059UK,1.25,,17.9,3.7
VIGI C440(2.8MM),,0.27999999999999997,12.3,8.4
DELL-CC5425C,0.8,,36.5,10
DELL-CP3724,0.5,,31,44
2010361,,29.7,21,
2010374,,30.5,24.1,
90LM03A0-B02370,10.6,,61.4,36.7
01H021,0.39,,32.239999999999995,23.04
MS3320W-GY,0.065,,8.7,13.3
VA220-H,0.0033,,49.5,28.689999999999998
VA270-H,4.7,,61.32000000000001,36.3
VA240-H,4,,53.98,32.43
UX3405MA-PZ185W,1.28,,31.24,1.49
EF-UA356CTEGWW,0.004,,,
EF-OA356TMEGWW,0.037,,8.26,16.330000000000002
EF-QA556CTEGWW,0.023,,8.05,16.35
EF-PA556TBEGWW,0.043,,8.18,16.55
EF-ZA556CBEGWW,0.073,,8.27,16.509999999999998
EF-ZA556CWEGWW,0.073,,8.27,16.509999999999998
EF-UA556CTEGWW,0.004,,,
EF-OA356TBEGWW,0.037,,8.26,16.330000000000002
EF-QA356CTEGWW,0.023,,8.120000000000001,16.39
EF-ZA356CBEGWW,0.073,,8.309999999999999,16.54
EF-ZA356CWEGWW,0.073,,8.309999999999999,16.54
EF-GA556TJEGWW,0.053,,8.24,16.61
EF-GA556TBEGWW,0.053,,8.24,16.61
EB-U2510XUEGEU,0.222,,14.8,7.2
WFG700NB.CE7,0.05,,,
SM-S926BZYGEUB,0.196,,7.590000000000001,15.85
SM-S928BZTGEUB,0.232,,7.9,16.23
SM-S926BZKGEUB,0.196,,7.590000000000001,15.85
SM-S921BZADEUB,0.167,,7.06,14.7
SM-S928BZYHEUB,0.232,,7.9,16.23
SM-S928BZVGEUB,0.232,,7.9,16.23
SM-S928BZTHEUB,0.232,,7.9,16.23
SM-S921BZVGEUB,0.167,,7.06,14.7
SM-S921BZVDEUB,0.167,,7.06,14.7
SM-S928BZKGEEB,0.232,,7.9,16.23
SM-S926BZYDEUB,0.196,,7.590000000000001,15.85
SM-S926BZVGEUB,0.196,,7.590000000000001,15.85
SM-S926BZVDEUB,0.196,,7.590000000000001,15.85
SM-S926BZADEUB,0.196,,7.590000000000001,15.85
SM-S921BZKGEUB,0.167,,7.06,14.7
SM-S928BZKGEUB,0.232,,7.9,16.23
SM-S921BZKDEEB,0.167,,7.06,14.7
SM-S921BZAGEUB,0.167,,7.06,14.7
SM-S928BZKPEUB,0.232,,7.9,16.23
SM-S926BZKDEUB,0.196,,7.590000000000001,15.85
SM-S928BZVHEUB,0.232,,7.9,16.23
SM-S928BZTPEUB,0.232,,7.9,16.23
SM-S928BZKHEUB,0.232,,7.9,16.23
G5 KF5-H3UK354SH,4.52,,10,33.9
VIGI C440(4MM),,0.4,12.3,8.4
NBE-5702-AL,2.5,14.8,,9.7
DLBP116K,0.7,,,
9S7-17T214-007,2.8,,38.32,2.73
9S7-16R831-1251,1.86,,35.9,2.17
9S7-15P214-003,2.3,,35.9,2.7
9S7-15P214-013,2.3,,35.9,2.77
9H.LM4LB.QBE,9.7,1.8,57.6,51.7
9H.LLRLB.QBE,6.1,,57.6,51.7
960-000582,3.32,31.5,31.6,22.4
2XRT-0021G,2.17,32.5,16,17.5
XUB2793QSU-B6,7.3,,61.35,40.05
XCB4594DQSN-B1,16.4,,126,47
6PA50E9#ABU,6.86,,53.94,32.33
Z12Z_2002064903_CTO,4.48,2,54.7,46.1
QAU-00126,2.77,80,120,19.7
QAU-00139,2.77,80,120,19.7
DKON2167ST-PUKPDDMAARC1,0.627,,,Yes
83A1002YUK,1.65,,35.92,1.9899999999999998
83A20000UK,2.02,,39.9,1.9899999999999998
83A20001UK,2.02,,39.9,1.9899999999999998
83A1002MUK,1.65,,35.92,1.9899999999999998
83A20002UK,2.02,,39.9,1.9899999999999998
21KR0006UK,1.16,,29.29,1.29
21JX0018UK,1.81,,35.44,1.58
21FC0014UK,2.2,,36.5,2.4699999999999998
21JK005AUK,1.43,,31.3,1.8
12E30058UK,2.85,,49,16.6
12E30059UK,2.85,,49,16.6
12JH000XUK,6.35,,19.5,50
12JH000HUK,6.35,,19.5,50
12HQ000GUK,5.3,,9.25,33.95
12EH0017UK,1.25,,17.9,3.65
12DT003YUK,5.3,,9.25,33.95
12E3001NUK,2.85,,49,16.6
12DT0040UK,5.3,,9.25,33.95
12DT003XUK,5.3,,9.25,33.95
11R80043UK,5.3,,9.25,33.95
NX.KE5EK.005,1.45,,29.6,2.1100000000000003
169L0AA#ABU,6.5,,53.94,35.56
11DT003UUK-CTO,1.25,,17.9,3.7
UACC-FIBER-SR-KIT,0.252,,9.5,18.9
TWCPG,0.498,,30.7,5.8
73429,0.06,,8,4.5
6P6K8AA#ABU,0.9,1.8,,
623W5ET#ABU,12.7,,66,46.2
21Y56AT,10.5,,80.94,36.69
1308039,0.0045,,,
GX20Z46255,0.00053,1.8,10.8,2.95
EB-BG390BBEGWW,0.04525,,4.24,8.41
SM-F711BZEAEUA,0.183,,7.22,8.64
FHD-00006,0.0855,,5.51,13.13
960-000584,0.716,23.3,15.7,9.5
TAPO C210P2,,850,8.540000000000001,11.77
TAPO C211,,3,8.66,11.77
Tapo C120,,940,6.74,4.41
EF-GS928CLEGWW,0.056,,8.35,16.61
EF-GS926CLEGWW,0.051,,7.93,16.2
12VL0000UK,3.6,,22.6,3.75
PRO DP21 13M I3 13100 BB,1.27,,27.5,12.5
PRO DP10 13M I5 1340P BB,1.1,,24.9,30.1
PRO DP21 13M I5 13400 BB,1.27,,27.5,12.5
PRO DP21 13M I7 13700 BB,1.27,,27.5,12.5
PRO DP10 13M I7 1360P BB,1.1,,24.9,30.1
DELL-E2222HS/RFB,2.34,,50.43,29.54
90YE00P5-B0NA00,3.03,65,18,8.6
90YE00S5-B0NA00,3.17,65,31,10.8
11D10042UK,5.3,,9.3,34
11CU002GUK,5.3,,9.3,34
02697-001,2.2,,25.3,16.4
02027-002,0.415,1.8,8,5.6
G-HXL,,,41,
LS741HD,4.7,20.911,28.6,12.9
LS710-4KE,4.7,15.985,28.6,12.9
E607093,7.6,,64.3,43.9
E705428,8.9,,49.7,48.7
E607503,7.6,,64.3,43.9
E607299,7.6,,64.3,43.9
FZ-55J2601BF,2.22,,34.5,27.2
FZ-55G6601BF,2.08,,34.5,27.2
63F2RAT3UK,15.5,,81.72999999999999,37.269999999999996
FZ-G2EZ007B4,1.19,,27.9,18.8
FZ-G2EZ003B4,1.19,,27.9,18.8
9S7-158571-1814,2.25,,35.9,2.4899999999999998
9S7-15K211-002,1.98,,35.9,2.29
9S7-15F312-001,1.99,,47.8,35.5
5TW13ET,0.695,,12.2,4.5
DS-55323,0.29,,11.9,4.9
CM3401FFA-LZ0199,2.71,,7.3,29
75C805K,0.015,18.8,185,112
PM9600-DDPX433RK10,,680,7.9,19.8
PD9630-DPXK1,,680,7.9,19
910-005641,0.095,20.3,12.4,18.8
420-95,0.45,,9.6,19.1
126-48,0.53,2,21,21.6
83Z51AA,3.2,,84.02000000000001,11.73
100-99181001-60,1.32,11.6,28.7,14
626447,0.18,,25,36
SP2DZAQ4SDXI,2.38,,35,3.85
MC9401-0G1J6BSS-A6,0.743,,8.8,18.9
MC9401-0G1M6ASS-A6,0.743,,8.8,18.9
MC9401-0G1J6HSS-A6,0.743,,8.8,18.9
MC9401-0G1R6BSS-A6,0.743,,8.8,18.9
MC9401-0G1J6DSS-A6,0.743,,8.8,18.9
MC9401-0G1R6GSS-A6,0.743,,8.8,18.9
MC9401-0G1M6GSS-A6,0.743,,8.8,18.9
ATX-500W,1.43,,15,14
AA-750-YY,1.29,,15,14
AA-500-YY,1.17,,15,14
